year,county_code,district_code,school_code,county_name,district_name,school_name,district_type,school_type,ed_option_type,nslp_status,charter,charter_num,charter_funding,irc,low_grade,high_grade,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,calpads_fall1_cert,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
21,01,61259,0114868,Alameda,Oakland Unified,Oakland Charter High,Unified School District,High Schools (Public),Traditional,,Y,0883,Directly funded,Y,9,12,459,191,1,0,0,0,197,364,67,375,Y,,7,10,,1,1,9,12,1,01612590114868
21,01,61259,0130617,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",Unified School District,K-12 Schools (Public),Traditional,,Y,0349,Directly funded,Y,6,12,627,478,0,0,13,0,304,482,196,519,Y,,12,10,,1,1,6,12,1,01612590130617
21,01,61259,3030772,Alameda,Oakland Unified,Oakland School for the Arts,Unified School District,K-12 Schools (Public),Traditional,,Y,0340,Directly funded,Y,6,12,801,122,0,0,6,0,124,132,7,136,Y,,12,10,,1,1,6,12,1,01612593030772
21,01,61259,0100065,Alameda,Oakland Unified,Oakland Unity High,Unified School District,High Schools (Public),Traditional,,Y,0510,Directly funded,Y,9,12,372,295,1,0,0,0,135,315,104,326,Y,,7,10,,1,1,9,12,1,01612590100065
21,01,61259,0123711,Alameda,Oakland Unified,Vincent Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1271,Directly funded,Y,K,5,183,58,0,0,0,0,127,182,43,182,Y,,6,10,,1,1,14,5,1,01612590123711
21,01,61259,0000000,Alameda,Oakland Unified,,Unified School District,,,,,,,,,,35435,25412,179,0,733,12,15051,25477,11713,26888,Y,,,,,,,,,1,01612590000000
21,01,61275,0000000,Alameda,Piedmont City Unified,,Unified School District,,,,,,,,,,2464,0,0,0,3,0,55,56,28,79,Y,,,,,,,,,1,01612750000000
21,01,61291,0000000,Alameda,San Leandro Unified,,Unified School District,,,,,,,,,,8828,5306,21,0,99,0,2877,5343,2304,5936,Y,,,,,,,,,1,01612910000000
21,01,61309,0114421,Alameda,San Lorenzo Unified,KIPP King Collegiate High,Unified School District,High Schools (Public),Traditional,Not Participating,Y,0880,Directly funded,Y,9,12,674,465,3,0,8,0,217,477,57,483,Y,,7,10,,1,1,9,12,1,01613090114421
21,01,61309,0101212,Alameda,San Lorenzo Unified,KIPP Summit Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,0524,Directly funded,Y,5,8,423,327,1,0,4,0,144,329,128,350,Y,,9,10,,1,1,5,8,1,01613090101212
21,01,61309,0000000,Alameda,San Lorenzo Unified,,Unified School District,,,,,,,,,,9431,5456,29,0,166,77,3431,5546,2834,6456,Y,,,,,,,,,1,01613090000000
21,01,75093,0000000,Alameda,Dublin Unified,,Unified School District,,,,,,,,,,12625,828,5,0,17,0,869,875,979,1675,Y,,,,,,,,,1,01750930000000
21,01,75101,0000000,Alameda,Pleasanton Unified,,Unified School District,,,,,,,,,,14464,1196,11,0,40,0,750,1226,1513,2405,Y,,,,,,,,,1,01751010000000
21,01,75119,0000000,Alameda,Sunol Glen Unified,,Unified School District,,,,,,,,,,273,25,0,0,0,0,25,25,13,37,Y,,,,,,,,,1,01751190000000
21,01,77180,0138289,Alameda,SBE - Latitude 37.8 High,Latitude 37.8 High,State Board of Education,High Schools In 1 School Dist. (Public),Traditional,,Y,2015,Directly funded,N,9,12,143,71,1,0,0,0,56,75,40,92,Y,,8,10,,1,0,9,12,1,01771800138289
21,02,10025,0000000,Alpine,Alpine County Office of Education,,County Office of Education (COE),,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Y,,,,,,,,,1,02100250000000
21,02,61333,0000000,Alpine,Alpine County Unified,,Unified School District,,,,,,,,,,72,43,0,0,9,0,29,44,0,44,Y,,,,,,,,,1,02613330000000
21,03,10033,0000000,Amador,Amador County Office of Education,,County Office of Education (COE),,,,,,,,,,25,0,0,0,2,0,10,12,3,15,Y,,,,,,,,,1,03100330000000
21,03,73981,0000000,Amador,Amador County Unified,,Unified School District,,,,,,,,,,3880,1579,23,0,118,0,1273,1617,114,1655,Y,,,,,,,,,1,03739810000000
21,04,10041,0134213,Butte,Butte County Office of Education,Come Back Butte Charter,County Office of Education (COE),High Schools (Public),Traditional,,Y,1811,Locally funded,N,9,12,50,41,2,0,6,0,22,43,0,43,Y,,7,10,,2,0,9,12,1,04100410134213
21,04,10041,0114991,Butte,Butte County Office of Education,CORE Butte Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,Y,0945,Directly funded,Y,K,12,895,391,5,0,33,1,242,392,4,393,Y,,12,10,,1,1,14,12,1,04100410114991
21,04,10041,0430090,Butte,Butte County Office of Education,Hearthstone,County Office of Education (COE),K-12 Schools (Public),Traditional,,Y,0110,Locally funded,N,K,12,183,138,2,0,14,0,118,142,5,143,Y,,12,10,,2,0,14,12,1,04100410430090
21,04,10041,0000000,Butte,Butte County Office of Education,,County Office of Education (COE),,,,,,,,,,136,106,11,0,5,0,75,110,11,110,Y,,,,,,,,,1,04100410000000
21,04,61382,0000000,Butte,Bangor Union Elementary,,Elementary School District,,,,,,,,,,107,75,6,0,3,0,65,82,7,83,Y,,,,,,,,,1,04613820000000
21,04,61408,0000000,Butte,Biggs Unified,,Unified School District,,,,,,,,,,562,352,7,0,32,4,296,358,52,367,Y,,,,,,,,,1,04614080000000
21,04,61424,6119523,Butte,Chico Unified,Blue Oak Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,0415,Directly funded,Y,K,8,292,156,1,0,3,0,149,158,9,164,Y,,6,10,,1,1,14,8,1,04614246119523
21,04,61424,6113773,Butte,Chico Unified,Chico Country Day,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,0112,Directly funded,Y,K,8,572,124,3,0,9,0,118,143,7,146,Y,,6,10,,1,1,14,8,1,04614246113773
21,04,61424,0118042,Butte,Chico Unified,Forest Ranch Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1019,Directly funded,Y,K,8,122,62,4,0,2,0,57,64,2,64,Y,,6,10,,1,1,14,8,1,04614240118042
21,04,61424,0120394,Butte,Chico Unified,Inspire School of Arts and Sciences,Unified School District,High Schools (Public),Traditional,Not Participating,Y,1114,Directly funded,Y,9,12,426,146,3,0,11,0,133,154,4,157,Y,,7,10,,1,1,9,12,1,04614240120394
21,04,61424,0110551,Butte,Chico Unified,Nord Country,Unified School District,Elementary Schools (Public),Traditional,,Y,0729,Directly funded,Y,K,8,184,55,0,0,2,0,36,57,4,57,Y,,6,10,,1,1,14,8,1,04614240110551
21,04,61424,0137828,Butte,Chico Unified,Pivot Charter School North Valley II,Unified School District,K-12 Schools (Public),Traditional,,Y,1982,Directly funded,Y,6,12,118,34,0,0,6,0,51,69,1,69,Y,,12,10,,1,1,6,12,1,04614240137828
21,04,61424,0121475,Butte,Chico Unified,Sherwood Montessori,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1166,Directly funded,Y,K,8,122,72,2,0,7,0,61,77,7,78,Y,,6,10,,1,1,14,8,1,04614240121475
21,04,61424,0123810,Butte,Chico Unified,Wildflower Open Classroom,Unified School District,Elementary Schools (Public),Traditional,,Y,1280,Directly funded,Y,K,8,162,36,0,0,0,0,39,53,2,53,Y,,6,10,,1,1,14,8,1,04614240123810
21,04,61424,0000000,Butte,Chico Unified,,Unified School District,,,,,,,,,,11911,5873,96,0,214,11,4137,5928,707,6075,Y,,,,,,,,,1,04614240000000
21,04,61432,0000000,Butte,Durham Unified,,Unified School District,,,,,,,,,,991,446,3,0,50,7,305,446,75,448,Y,,,,,,,,,1,04614320000000
21,04,61457,0000000,Butte,Golden Feather Union Elementary,,Elementary School District,,,,,,,,,,59,48,1,0,20,0,40,50,3,50,Y,,,,,,,,,1,04614570000000
21,04,61499,0000000,Butte,Manzanita Elementary,,Elementary School District,,,,,,,,,,276,115,1,0,0,2,85,124,42,134,Y,,,,,,,,,1,04614990000000
21,04,61507,0121509,Butte,Oroville City Elementary,Ipakanni Early College Charter,Elementary School District,K-12 Schools (Public),Traditional,,Y,1170,Directly funded,Y,K,12,92,16,2,0,0,0,55,64,0,64,Y,,12,10,,1,1,14,12,1,04615070121509
21,04,61507,0129577,Butte,Oroville City Elementary,STREAM Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,1616,Directly funded,Y,K,8,286,79,1,0,2,0,76,112,11,112,Y,,6,10,,1,1,14,8,1,04615070129577
21,04,61507,0000000,Butte,Oroville City Elementary,,Elementary School District,,,,,,,,,,2155,1711,34,0,49,1,1364,1719,162,1729,Y,,,,,,,,,1,04615070000000
21,04,61515,0000000,Butte,Oroville Union High,,High School District,,,,,,,,,,2334,1459,29,0,87,5,1276,1701,92,1717,Y,,,,,,,,,1,04615150000000
21,04,61523,0000000,Butte,Palermo Union Elementary,,Elementary School District,,,,,,,,,,1278,979,11,0,65,1,715,999,157,1015,Y,,,,,,,,,1,04615230000000
21,04,61531,0110338,Butte,Paradise Unified,Achieve Charter School of Paradise Inc.,Unified School District,Elementary Schools (Public),Traditional,CEP,Y,0751,Directly funded,Y,K,8,216,87,0,0,21,0,52,92,5,93,Y,,6,10,2,1,1,14,8,1,04615310110338
21,04,61531,6113765,Butte,Paradise Unified,Children's Community Charter,Unified School District,Elementary Schools (Public),Traditional,CEP,Y,0094,Directly funded,Y,K,8,93,50,0,0,40,0,46,71,0,71,Y,,6,10,2,1,1,14,8,1,04615316113765
21,04,61531,6112585,Butte,Paradise Unified,HomeTech Charter,Unified School District,K-12 Schools (Public),Traditional,CEP,Y,0067,Directly funded,Y,K,12,132,107,1,0,22,0,76,109,0,109,Y,,12,10,2,1,1,14,12,1,04615316112585
21,04,61531,6112999,Butte,Paradise Unified,Paradise Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,Y,0079,Directly funded,Y,6,8,128,55,1,0,9,0,40,61,1,61,Y,,9,10,2,1,1,6,8,1,04615316112999
21,04,61531,0000000,Butte,Paradise Unified,,Unified School District,,,,,,,,,,1532,952,13,0,71,0,778,1016,16,1020,Y,,,,,,,,,1,04615310000000
21,04,61549,0000000,Butte,Thermalito Union Elementary,,Elementary School District,,,,,,,,,,1507,1279,14,0,33,0,954,1306,216,1332,Y,,,,,,,,,1,04615490000000
21,04,73379,0000000,Butte,Pioneer Union Elementary,,Elementary School District,,,,,,,,,,52,49,2,1,46,0,43,52,2,52,Y,,,,,,,,,1,04733790000000
21,04,75507,0000000,Butte,Gridley Unified,,Unified School District,,,,,,,,,,2080,1619,10,0,25,36,1028,1633,324,1656,Y,,,,,,,,,1,04755070000000
21,05,10058,0530154,Calaveras,Calaveras County Office of Education,Mountain Oaks,County Office of Education (COE),K-12 Schools (Public),Traditional,,Y,0527,Locally funded,Y,K,12,452,156,2,0,0,0,181,183,3,185,Y,,12,10,,2,1,14,12,1,05100580530154
21,05,10058,0000000,Calaveras,Calaveras County Office of Education,,County Office of Education (COE),,,,,,,,,,41,18,12,0,0,0,20,30,2,31,Y,,,,,,,,,1,05100580000000
21,05,61556,0000000,Calaveras,Bret Harte Union High,,High School District,,,,,,,,,,624,190,2,0,3,0,178,209,8,214,Y,,,,,,,,,1,05615560000000
21,05,61564,0000000,Calaveras,Calaveras Unified,,Unified School District,,,,,,,,,,2685,1320,34,0,72,0,1068,1338,103,1374,Y,,,,,,,,,1,05615640000000
21,05,61572,0000000,Calaveras,Mark Twain Union Elementary,,Elementary School District,,,,,,,,,,690,391,2,0,1,0,298,399,52,410,Y,,,,,,,,,1,05615720000000
21,05,61580,0000000,Calaveras,Vallecito Union,,Elementary School District,,,,,,,,,,544,50,2,0,24,0,178,237,24,249,Y,,,,,,,,,1,05615800000000
21,06,10066,0000000,Colusa,Colusa County Office of Education,,County Office of Education (COE),,,,,,,,,,20,16,1,0,3,1,11,16,5,17,Y,,,,,,,,,1,06100660000000
21,06,61598,0000000,Colusa,Colusa Unified,,Unified School District,,,,,,,,,,1529,878,16,1,48,43,641,904,465,1039,Y,,,,,,,,,1,06615980000000
21,06,61606,0000000,Colusa,Maxwell Unified,,Unified School District,,,,,,,,,,325,238,2,0,64,10,59,241,108,246,Y,,,,,,,,,1,06616060000000
21,06,61614,0000000,Colusa,Pierce Joint Unified,,Unified School District,,,,,,,,,,1443,862,10,0,101,46,426,868,503,991,Y,,,,,,,,,1,06616140000000
21,06,61622,0000000,Colusa,Williams Unified,,Unified School District,,,,,,,,,,1338,1166,0,0,150,138,660,1166,720,1248,Y,,,,,,,,,1,06616220000000
21,07,10074,0129528,Contra Costa,Contra Costa County Office of Education,Caliber: Beta Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,1622,Directly funded,Y,K,8,920,732,1,0,0,0,342,737,260,767,Y,,6,10,,1,1,14,8,1,07100740129528
