year,county_code,district_code,school_code,county_name,district_name,school_name,district_type,school_type,ed_option_type,nslp_status,charter,charter_num,charter_funding,irc,low_grade,high_grade,total_enrollment,frpm,foster,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,calpads_fall1_cert,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
19,01,61259,0126748,Alameda,Oakland Unified,LPS Oakland R & D Campus,Unified School District,High Schools (Public),Traditional,Provision 2,Yes,1449,Directly funded,Y,9,12,483,467,2,14,0,177,468,137,471,Y,1,7,10,5,1,1,9,12,1,01612590126748
19,01,61259,0128413,Alameda,Oakland Unified,Aspire College Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1577,Directly funded,Y,K,5,284,237,5,0,0,137,245,93,256,Y,1,6,10,,1,1,14,5,1,01612590128413
19,01,61259,0129403,Alameda,Oakland Unified,Epic Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1632,Directly funded,Y,6,8,316,259,1,0,0,157,281,126,296,Y,1,9,10,,1,1,6,8,1,01612590129403
19,01,61259,0129635,Alameda,Oakland Unified,Downtown Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1661,Directly funded,Y,6,8,305,231,0,10,0,134,240,38,246,Y,1,9,10,,1,1,6,8,1,01612590129635
19,01,61259,0129932,Alameda,Oakland Unified,East Bay Innovation Academy,Unified School District,K-12 Schools (Public),Traditional,,Yes,1620,Directly funded,Y,6,12,562,133,1,0,0,82,139,33,157,Y,1,12,10,,1,1,6,12,1,01612590129932
19,01,61259,0130617,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",Unified School District,K-12 Schools (Public),Traditional,,Yes,0349,Directly funded,Y,6,12,743,461,5,5,0,340,572,193,614,Y,1,12,10,,1,1,6,12,1,01612590130617
19,01,61259,0130633,Alameda,Oakland Unified,Lighthouse Community Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,0413,Directly funded,Y,K,8,505,395,0,0,0,175,412,293,454,Y,1,6,10,,1,1,14,8,1,01612590130633
19,01,61259,0130666,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,Unified School District,K-12 Schools (Public),Traditional,,Yes,0465,Directly funded,Y,6,12,525,426,0,0,0,187,438,152,462,Y,1,12,10,,1,1,6,12,1,01612590130666
19,01,61259,0130732,Alameda,Oakland Unified,Aspire Triumph Technology Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1663,Directly funded,Y,K,5,284,264,1,0,0,162,271,57,271,Y,1,6,10,,1,1,14,5,1,01612590130732
19,01,61259,0131896,Alameda,Oakland Unified,Roses in Concrete,Unified School District,Elementary Schools (Public),Traditional,,Yes,1713,Directly funded,Y,K,8,368,178,0,12,0,141,204,54,222,Y,1,6,10,,1,1,14,8,1,01612590131896
19,01,61259,0132514,Alameda,Oakland Unified,Francophone Charter School of Oakland,Unified School District,Elementary Schools (Public),Traditional,,Yes,1708,Directly funded,Y,K,8,226,49,0,0,0,33,61,41,87,Y,1,6,10,,1,1,14,8,1,01612590132514
19,01,61259,0132555,Alameda,Oakland Unified,Conservatory of Vocal/Instrumental Arts High,Unified School District,High Schools (Public),Traditional,,Yes,1745,Directly funded,Y,9,12,74,41,0,0,0,24,41,1,41,Y,1,7,10,,1,1,9,12,1,01612590132555
19,01,61259,0134015,Alameda,Oakland Unified,Lodestar: A Lighthouse Community Charter Public,Unified School District,K-12 Schools (Public),Traditional,,Yes,1783,Directly funded,Y,K,12,522,0,1,0,0,188,189,185,303,Y,1,12,10,,1,1,14,12,1,01612590134015
19,01,61259,3030772,Alameda,Oakland Unified,Oakland School for the Arts,Unified School District,K-12 Schools (Public),Traditional,,Yes,0340,Directly funded,Y,6,12,749,99,1,1,0,81,101,6,104,Y,1,12,10,,1,1,6,12,1,01612593030772
19,01,61259,6111660,Alameda,Oakland Unified,Oakland Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,0014,Directly funded,Y,6,8,235,209,0,17,0,100,216,72,221,Y,1,9,10,,1,1,6,8,1,01612596111660
19,01,61259,6113807,Alameda,Oakland Unified,American Indian Public Charter,Unified School District,Junior High Schools (Public),Traditional,,Yes,0106,Directly funded,Y,6,8,161,109,0,1,0,82,119,43,127,Y,1,10,10,,1,1,6,8,1,01612596113807
19,01,61259,6117568,Alameda,Oakland Unified,Aspire Monarch Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,0252,Directly funded,Y,K,5,417,354,0,6,0,158,376,167,389,Y,1,6,10,,1,1,14,5,1,01612596117568
19,01,61259,6117972,Alameda,Oakland Unified,North Oakland Community Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,0302,Directly funded,Y,K,8,172,29,2,0,0,62,89,25,93,Y,1,6,10,,1,1,14,8,1,01612596117972
19,01,61259,6118608,Alameda,Oakland Unified,ASCEND,Unified School District,Elementary Schools (Public),Traditional,,Yes,1443,Directly funded,Y,K,8,486,395,0,0,0,201,411,253,444,Y,1,6,10,,1,1,14,8,1,01612596118608
19,01,61275,0000000,Alameda,Piedmont City Unified,,Unified School District,,,,,,,,,,2596,0,1,1,0,45,45,25,67,Y,,,,,,,,,1,01612750000000
19,01,61291,0000000,Alameda,San Leandro Unified,,Unified School District,,,,,,,,,,8926,4620,17,106,0,2827,5523,2652,6089,Y,,,,,,,,,1,01612910000000
19,01,61309,0000000,Alameda,San Lorenzo Unified,,Unified School District,,,,,,,,,,10199,6093,18,140,79,3451,6371,2923,7072,Y,,,,,,,,,1,01613090000000
19,01,61309,0101212,Alameda,San Lorenzo Unified,KIPP Summit Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,0524,Directly funded,Y,5,8,413,304,0,9,0,109,313,90,325,Y,1,9,10,,1,1,5,8,1,01613090101212
19,01,61309,0114421,Alameda,San Lorenzo Unified,KIPP King Collegiate High,Unified School District,High Schools (Public),Traditional,,Yes,0880,Directly funded,Y,9,12,642,401,0,11,0,159,402,34,405,Y,1,7,10,,1,1,9,12,1,01613090114421
19,01,75093,0000000,Alameda,Dublin Unified,,Unified School District,,,,,,,,,,12089,494,6,10,0,827,1051,918,1782,Y,,,,,,,,,1,01750930000000
19,01,75101,0000000,Alameda,Pleasanton Unified,,Unified School District,,,,,,,,,,14978,1269,9,11,0,671,1331,1706,2690,Y,,,,,,,,,1,01751010000000
19,01,75119,0000000,Alameda,Sunol Glen Unified,,Unified School District,,,,,,,,,,297,19,0,0,0,21,24,18,41,Y,,,,,,,,,1,01751190000000
19,01,77180,0138289,Alameda,SBE - Latitude 37.8 High,Latitude 37.8 High,State Board of Education,High Schools In 1 School Dist. (Public),Traditional,,Yes,2015,Directly funded,N,9,12,52,38,0,0,0,3,39,18,41,Y,1,8,10,,1,0,9,12,1,01771800138289
19,02,10025,0000000,Alpine,Alpine Co. Office of Education,,County Office of Education (COE),,,,,,,,,,0,0,0,0,0,0,0,0,0,In Expected List But We Do Not Have Data For This School/LEA,,,,,,,,,0,02100250000000
19,02,61333,0000000,Alpine,Alpine County Unified,,Unified School District,,,,,,,,,,79,52,0,12,0,34,58,0,58,Y,,,,,,,,,1,02613330000000
19,03,10033,0000000,Amador,Amador County Office of Education,,County Office of Education (COE),,,,,,,,,,152,72,5,3,0,49,76,7,78,Y,,,,,,,,,1,03100330000000
19,03,10033,0129692,Amador,Amador County Office of Education,Shenandoah Valley,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,,Yes,1662,Locally funded,N,7,8,41,20,0,0,0,18,20,1,20,Y,1,9,10,,2,0,7,8,1,03100330129692
19,03,73981,0000000,Amador,Amador County Unified,,Unified School District,,,,,,,,,,3951,1597,42,77,0,1196,1648,119,1697,Y,,,,,,,,,1,03739810000000
19,04,10041,0000000,Butte,Butte County Office of Education,,County Office of Education (COE),,,,,,,,,,136,101,4,8,0,69,105,7,107,Y,,,,,,,,,1,04100410000000
19,04,10041,0114991,Butte,Butte County Office of Education,CORE Butte Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,Yes,0945,Directly funded,Y,K,12,880,321,3,13,0,221,386,4,387,Y,1,12,10,,1,1,14,12,1,04100410114991
19,04,10041,0134213,Butte,Butte County Office of Education,Come Back Butte Charter,County Office of Education (COE),High Schools (Public),Traditional,,Yes,1811,Locally funded,N,9,12,61,55,2,13,0,27,55,2,55,Y,1,7,10,,2,0,9,12,1,04100410134213
19,04,10041,0136820,Butte,Butte County Office of Education,Achieve Charter High,County Office of Education (COE),High Schools (Public),Traditional,,Yes,1916,Directly funded,Y,9,12,48,19,0,0,0,13,19,0,19,Y,1,7,10,,1,1,9,12,1,04100410136820
19,04,10041,0430090,Butte,Butte County Office of Education,Hearthstone School,County Office of Education (COE),K-12 Schools (Public),Traditional,,Yes,0110,Locally funded,N,K,12,208,154,0,4,0,116,154,5,155,Y,1,12,10,,2,0,14,12,1,04100410430090
19,04,61382,0000000,Butte,Bangor Union Elementary,,Elementary School District,,,,,,,,,,98,73,5,0,0,57,73,7,73,Y,,,,,,,,,1,04613820000000
19,04,61408,0000000,Butte,Biggs Unified,,Unified School District,,,,,,,,,,624,397,10,48,13,316,401,66,412,Y,,,,,,,,,1,04614080000000
19,04,61424,0000000,Butte,Chico Unified,,Unified School District,,,,,,,,,,12249,5671,94,281,15,4225,5907,706,6027,Y,,,,,,,,,1,04614240000000
19,04,61424,0110551,Butte,Chico Unified,Nord Country,Unified School District,Elementary Schools (Public),Traditional,,Yes,0729,Directly funded,Y,K,8,180,60,0,0,1,28,61,7,62,Y,1,6,10,,1,1,14,8,1,04614240110551
19,04,61424,0118042,Butte,Chico Unified,Forest Ranch Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,1019,Directly funded,Y,K,8,123,47,0,1,0,31,47,0,47,Y,1,6,10,,1,1,14,8,1,04614240118042
19,04,61424,0120394,Butte,Chico Unified,Inspire School of Arts and Sciences,Unified School District,High Schools (Public),Traditional,,Yes,1114,Directly funded,Y,9,12,444,128,6,3,0,89,150,3,152,Y,1,7,10,,1,1,9,12,1,04614240120394
19,04,61424,0121475,Butte,Chico Unified,Sherwood Montessori,Unified School District,Elementary Schools (Public),Traditional,,Yes,1166,Directly funded,Y,K,8,157,74,1,0,0,57,74,11,79,Y,1,6,10,,1,1,14,8,1,04614240121475
19,04,61424,0123810,Butte,Chico Unified,Wildflower Open Classroom,Unified School District,Elementary Schools (Public),Traditional,,Yes,1280,Directly funded,Y,K,8,172,52,1,0,0,39,53,1,53,Y,1,6,10,,1,1,14,8,1,04614240123810
19,04,61424,0137828,Butte,Chico Unified,Pivot Charter School North Valley II,Unified School District,K-12 Schools (Public),Traditional,,Yes,1982,Directly funded,Y,6,12,122,75,0,2,0,57,78,2,78,Y,1,12,10,,1,1,6,12,1,04614240137828
19,04,61424,6113773,Butte,Chico Unified,Chico Country Day,Unified School District,Elementary Schools (Public),Traditional,,Yes,0112,Directly funded,Y,K,8,558,123,0,8,0,97,125,2,126,Y,1,6,10,,1,1,14,8,1,04614246113773
19,04,61424,6119523,Butte,Chico Unified,Blue Oak Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,0415,Directly funded,Y,K,8,360,162,3,0,0,164,196,14,205,Y,1,6,10,,1,1,14,8,1,04614246119523
19,04,61432,0000000,Butte,Durham Unified,,Unified School District,,,,,,,,,,1038,407,3,23,8,271,421,83,423,Y,,,,,,,,,1,04614320000000
19,04,61440,0000000,Butte,Feather Falls Union Elementary,,Elementary School District,,,,,,,,,,10,8,0,0,0,5,8,0,8,Y,,,,,,,,,1,04614400000000
19,04,61440,0121509,Butte,Feather Falls Union Elementary,Ipakanni Early College Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1170,Directly funded,Y,K,12,73,52,1,0,0,43,58,0,58,Y,1,12,10,,1,1,14,12,1,04614400121509
19,04,61457,0000000,Butte,Golden Feather Union Elementary,,Elementary School District,,,,,,,,,,61,49,0,5,0,38,53,1,53,Y,,,,,,,,,1,04614570000000
19,04,61499,0000000,Butte,Manzanita Elementary,,Elementary School District,,,,,,,,,,317,159,1,11,4,96,163,56,173,Y,,,,,,,,,1,04614990000000
19,04,61507,0000000,Butte,Oroville City Elementary,,Elementary School District,,,,,,,,,,2311,1802,47,104,1,1436,1802,158,1813,Y,,,,,,,,,1,04615070000000
19,04,61507,0129577,Butte,Oroville City Elementary,STREAM Charter,Elementary School District,Elementary Schools (Public),Traditional,,Yes,1616,Directly funded,Y,K,8,272,128,0,0,0,88,129,6,129,Y,1,6,10,,1,1,14,8,1,04615070129577
19,04,61515,0000000,Butte,Oroville Union High,,High School District,,,,,,,,,,2196,1637,20,117,8,1090,1656,57,1660,Y,,,,,,,,,1,04615150000000
19,04,61523,0000000,Butte,Palermo Union Elementary,,Elementary School District,,,,,,,,,,1296,959,18,64,5,732,977,143,994,Y,,,,,,,,,1,04615230000000
19,04,61531,0000000,Butte,Paradise Unified,,Unified School District,,,,,,,,,,3401,2267,39,10,0,1673,2327,38,2332,Y,,,,,,,,,1,04615310000000
19,04,61531,0110338,Butte,Paradise Unified,Achieve Charter School of Paradise Inc.,Unified School District,Elementary Schools (Public),Traditional,,Yes,0751,Directly funded,Y,K,8,236,99,0,0,0,61,99,5,101,Y,1,6,10,,1,1,14,8,1,04615310110338
19,04,61531,6112585,Butte,Paradise Unified,HomeTech Charter,Unified School District,K-12 Schools (Public),Traditional,,Yes,0067,Directly funded,Y,K,12,140,110,2,0,0,81,110,0,110,Y,1,12,10,,1,1,14,12,1,04615316112585
19,04,61531,6112999,Butte,Paradise Unified,Paradise Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,0079,Directly funded,Y,6,8,155,48,0,0,0,31,50,1,50,Y,1,9,10,,1,1,6,8,1,04615316112999
19,04,61531,6113765,Butte,Paradise Unified,Children's Community Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,0094,Directly funded,Y,K,8,220,71,1,0,0,72,99,3,99,Y,1,6,10,,1,1,14,8,1,04615316113765
19,04,61549,0000000,Butte,Thermalito Union Elementary,,Elementary School District,,,,,,,,,,1554,1346,17,20,0,1032,1362,257,1392,Y,,,,,,,,,1,04615490000000
19,04,73379,0000000,Butte,Pioneer Union Elementary,,Elementary School District,,,,,,,,,,71,68,3,3,0,54,68,3,68,Y,,,,,,,,,1,04733790000000
19,04,75507,0000000,Butte,Gridley Unified,,Unified School District,,,,,,,,,,2083,1524,22,0,93,977,1533,366,1562,Y,,,,,,,,,1,04755070000000
19,05,10058,0000000,Calaveras,Calaveras County Office of Education,,County Office of Education (COE),,,,,,,,,,54,14,18,1,0,22,35,6,35,Y,,,,,,,,,1,05100580000000
19,05,10058,0530154,Calaveras,Calaveras County Office of Education,Mountain Oaks,County Office of Education (COE),K-12 Schools (Public),Traditional,,Yes,0527,Locally funded,Y,K,12,444,182,5,8,0,156,233,1,233,Y,1,12,10,,2,1,14,12,1,05100580530154
19,05,61556,0000000,Calaveras,Bret Harte Union High,,High School District,,,,,,,,,,652,227,3,3,0,156,244,17,248,Y,,,,,,,,,1,05615560000000
19,05,61564,0000000,Calaveras,Calaveras Unified,,Unified School District,,,,,,,,,,2814,1549,48,126,0,1045,1571,90,1600,Y,,,,,,,,,1,05615640000000
19,05,61572,0000000,Calaveras,Mark Twain Union Elementary,,Elementary School District,,,,,,,,,,785,455,9,1,0,340,466,52,472,Y,,,,,,,,,1,05615720000000
19,05,61580,0000000,Calaveras,Vallecito Union,,Elementary School District,,,,,,,,,,584,226,0,24,0,186,254,28,263,Y,,,,,,,,,1,05615800000000
19,06,10066,0000000,Colusa,Colusa County Office of Education,,County Office of Education (COE),,,,,,,,,,34,26,1,7,1,22,31,7,32,Y,,,,,,,,,1,06100660000000
19,06,61598,0000000,Colusa,Colusa Unified,,Unified School District,,,,,,,,,,1490,1000,8,9,38,517,1016,450,1085,Y,,,,,,,,,1,06615980000000
