year,county_code,district_code,school_code,county_name,district_name,school_name,district_type,school_type,ed_option_type,charter,charter_num,charter_funding,irc,low_grade,high_grade,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,calpads_fall1_cert,charter_dummy,school_type_num,ed_option_type_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
25,01,61259,0000000,Alameda,Oakland Unified,N/A,Unified School District,,,,N/A,,,,,33820,27582,136,0,2246,1,15972,27618,10895,27809,Y,,,,,,,,1,01612590000000
25,01,61275,0000000,Alameda,Piedmont City Unified,N/A,Unified School District,,,,N/A,,,,,2455,93,0,0,11,0,90,106,22,121,Y,,,,,,,,1,01612750000000
25,01,61291,0000000,Alameda,San Leandro Unified,N/A,Unified School District,,,,N/A,,,,,8866,6683,21,0,104,0,3358,6809,2067,7044,Y,,,,,,,,1,01612910000000
25,01,61309,0114421,Alameda,San Lorenzo Unified,KIPP King Collegiate High,Unified School District,High Schools (Public),Traditional,Yes,0880,Directly funded,Y,9,12,662,484,0,0,10,0,239,485,80,491,Y,1,7,10,1,1,9,12,1,01613090114421
25,01,61309,0101212,Alameda,San Lorenzo Unified,KIPP Summit Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,Yes,0524,Directly funded,Y,5,8,427,322,0,0,3,0,164,323,122,335,Y,1,9,10,1,1,5,8,1,01613090101212
25,01,61309,0000000,Alameda,San Lorenzo Unified,N/A,Unified School District,,,,N/A,,,,,7956,5983,18,0,199,15,3162,6034,2604,6431,Y,,,,,,,,1,01613090000000
25,01,75093,0000000,Alameda,Dublin Unified,N/A,Unified School District,,,,N/A,,,,,12808,1234,10,0,15,0,1130,1928,729,2418,Y,,,,,,,,1,01750930000000
25,01,75101,0000000,Alameda,Pleasanton Unified,N/A,Unified School District,,,,N/A,,,,,13338,1322,2,0,84,0,1108,1361,1184,2177,Y,,,,,,,,1,01751010000000
25,01,75119,0000000,Alameda,Sunol Glen Unified,N/A,Unified School District,,,,N/A,,,,,240,22,0,0,0,0,22,23,12,33,Y,,,,,,,,1,01751190000000
25,01,77180,0138289,Alameda,SBE - Latitude 37.8 High,Latitude 37.8 High,State Board of Education,High Schools In 1 School Dist. (Public),Traditional,Yes,2015,Directly funded,N,9,12,389,285,3,0,4,0,175,290,100,301,Y,1,8,10,1,0,9,12,1,01771800138289
25,02,10025,0000000,Alpine,Alpine County Office of Education,N/A,County Office of Education (COE),,,,N/A,,,,,4,0,0,0,0,0,4,4,0,4,Y,,,,,,,,1,02100250000000
25,02,61333,0000000,Alpine,Alpine County Unified,N/A,Unified School District,,,,N/A,,,,,57,0,0,3,3,0,38,39,0,39,Y,,,,,,,,1,02613330000000
25,03,10033,0000000,Amador,Amador County Office of Education,N/A,County Office of Education (COE),,,,N/A,,,,,23,8,1,0,1,0,7,9,0,9,Y,,,,,,,,1,03100330000000
25,03,73981,0000000,Amador,Amador County Unified,N/A,Unified School District,,,,N/A,,,,,4035,1503,40,0,98,77,1398,1613,119,1653,Y,,,,,,,,1,03739810000000
25,04,10041,0134213,Butte,Butte County Office of Education,Come Back Butte Charter,County Office of Education (COE),High Schools (Public),Traditional,Yes,1811,Locally funded,N,9,12,93,89,2,0,45,0,56,89,3,89,Y,1,7,10,2,0,9,12,1,04100410134213
25,04,10041,0114991,Butte,Butte County Office of Education,CORE Butte Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,Yes,0945,Directly funded,Y,K,12,916,490,1,0,32,0,307,490,8,491,Y,1,12,10,1,1,14,12,1,04100410114991
25,04,10041,0430090,Butte,Butte County Office of Education,Hearthstone,County Office of Education (COE),K-12 Schools (Public),Traditional,Yes,0110,Locally funded,N,K,12,185,140,1,0,9,0,123,141,4,141,Y,1,12,10,2,0,14,12,1,04100410430090
25,04,10041,0000000,Butte,Butte County Office of Education,N/A,County Office of Education (COE),,,,N/A,,,,,96,74,2,0,6,0,45,74,4,74,Y,,,,,,,,1,04100410000000
25,04,61382,0000000,Butte,Bangor Union Elementary,N/A,Elementary School District,,,,N/A,,,,,88,63,0,0,4,0,41,63,8,63,Y,,,,,,,,1,04613820000000
25,04,61408,0000000,Butte,Biggs Unified,N/A,Unified School District,,,,N/A,,,,,532,342,2,0,46,7,260,351,57,360,Y,,,,,,,,1,04614080000000
25,04,61424,0141085,Butte,Chico Unified,Achieve Charter School of Chico,Unified School District,Elementary Schools (Public),Traditional,Yes,2120,Directly funded,Y,K,8,222,84,0,0,4,0,58,84,5,84,Y,1,6,10,1,1,14,8,1,04614240141085
25,04,61424,6119523,Butte,Chico Unified,Blue Oak Charter,Unified School District,Elementary Schools (Public),Traditional,Yes,0415,Directly funded,Y,K,8,219,144,2,0,12,0,127,145,9,148,Y,1,6,10,1,1,14,8,1,04614246119523
25,04,61424,6113773,Butte,Chico Unified,Chico Country Day,Unified School District,Elementary Schools (Public),Traditional,Yes,0112,Directly funded,Y,K,8,585,153,1,0,3,0,142,154,11,158,Y,1,6,10,1,1,14,8,1,04614246113773
25,04,61424,0118042,Butte,Chico Unified,Forest Ranch Charter,Unified School District,Elementary Schools (Public),Traditional,Yes,1019,Directly funded,Y,K,8,110,58,1,0,2,0,51,59,1,59,Y,1,6,10,1,1,14,8,1,04614240118042
25,04,61424,0120394,Butte,Chico Unified,Inspire School of Arts and Sciences,Unified School District,High Schools (Public),Traditional,Yes,1114,Directly funded,Y,9,12,332,134,2,0,13,0,109,140,1,140,Y,1,7,10,1,1,9,12,1,04614240120394
25,04,61424,0110551,Butte,Chico Unified,Nord Country,Unified School District,Elementary Schools (Public),Traditional,Yes,0729,Directly funded,Y,K,8,213,32,0,0,1,0,25,32,3,33,Y,1,6,10,1,1,14,8,1,04614240110551
25,04,61424,0137828,Butte,Chico Unified,Pivot Charter School North Valley II,Unified School District,K-12 Schools (Public),Traditional,Yes,1982,Directly funded,Y,6,12,105,52,2,0,6,0,56,69,3,70,Y,1,12,10,1,1,6,12,1,04614240137828
25,04,61424,0121475,Butte,Chico Unified,Sherwood Montessori,Unified School District,Elementary Schools (Public),Traditional,Yes,1166,Directly funded,Y,K,8,115,28,0,0,7,0,44,52,1,52,Y,1,6,10,1,1,14,8,1,04614240121475
25,04,61424,0123810,Butte,Chico Unified,Wildflower Open Classroom,Unified School District,Elementary Schools (Public),Traditional,Yes,1280,Directly funded,Y,K,8,183,64,0,0,1,0,60,76,1,77,Y,1,6,10,1,1,14,8,1,04614240123810
25,04,61424,0000000,Butte,Chico Unified,N/A,Unified School District,,,,N/A,,,,,12265,5464,67,0,734,20,4792,7054,772,7166,Y,,,,,,,,1,04614240000000
25,04,61432,0000000,Butte,Durham Unified,N/A,Unified School District,,,,N/A,,,,,1048,398,1,0,29,8,303,409,63,422,Y,,,,,,,,1,04614320000000
25,04,61457,0000000,Butte,Golden Feather Union Elementary,N/A,Elementary School District,,,,N/A,,,,,67,55,1,0,4,0,42,55,4,55,Y,,,,,,,,1,04614570000000
25,04,61499,0000000,Butte,Manzanita Elementary,N/A,Elementary School District,,,,N/A,,,,,306,131,1,0,4,3,119,131,61,144,Y,,,,,,,,1,04614990000000
25,04,61507,0121509,Butte,Oroville City Elementary,Ipakanni Early College Charter,Elementary School District,K-12 Schools (Public),Traditional,Yes,1170,Directly funded,Y,K,12,63,47,1,0,0,0,42,47,0,47,Y,1,12,10,1,1,14,12,1,04615070121509
25,04,61507,0129577,Butte,Oroville City Elementary,STREAM Charter,Elementary School District,Elementary Schools (Public),Traditional,Yes,1616,Directly funded,Y,K,8,515,282,0,0,7,0,184,302,19,306,Y,1,6,10,1,1,14,8,1,04615070129577
25,04,61507,0000000,Butte,Oroville City Elementary,N/A,Elementary School District,,,,N/A,,,,,1950,1517,21,0,113,6,1280,1517,136,1532,Y,,,,,,,,1,04615070000000
25,04,61515,0000000,Butte,Oroville Union High,N/A,High School District,,,,N/A,,,,,2230,1667,14,0,91,1,1242,1741,115,1750,Y,,,,,,,,1,04615150000000
25,04,61523,0000000,Butte,Palermo Union Elementary,N/A,Elementary School District,,,,N/A,,,,,1343,1076,13,0,88,1,791,1102,146,1109,Y,,,,,,,,1,04615230000000
25,04,61531,0110338,Butte,Paradise Unified,Achieve Charter School of Paradise Inc.,Unified School District,Elementary Schools (Public),Traditional,Yes,0751,Directly funded,Y,K,8,169,107,1,0,1,0,66,108,8,109,Y,1,6,10,1,1,14,8,1,04615310110338
25,04,61531,6113765,Butte,Paradise Unified,Children's Community Charter,Unified School District,Elementary Schools (Public),Traditional,Yes,0094,Directly funded,Y,K,8,220,96,3,0,6,0,106,138,5,138,Y,1,6,10,1,1,14,8,1,04615316113765
25,04,61531,6112585,Butte,Paradise Unified,HomeTech Charter,Unified School District,K-12 Schools (Public),Traditional,Yes,0067,Directly funded,Y,K,12,129,103,0,0,13,0,92,104,1,104,Y,1,12,10,1,1,14,12,1,04615316112585
25,04,61531,6112999,Butte,Paradise Unified,Paradise Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Yes,0079,Directly funded,Y,6,8,143,73,0,0,0,0,52,73,0,73,Y,1,9,10,1,1,6,8,1,04615316112999
25,04,61531,0000000,Butte,Paradise Unified,N/A,Unified School District,,,,N/A,,,,,1732,1133,9,0,60,0,924,1198,31,1201,Y,,,,,,,,1,04615310000000
25,04,61549,0000000,Butte,Thermalito Union Elementary,N/A,Elementary School District,,,,N/A,,,,,1515,1283,2,0,23,0,1003,1320,179,1336,Y,,,,,,,,1,04615490000000
25,04,73379,0000000,Butte,Pioneer Union Elementary,N/A,Elementary School District,,,,N/A,,,,,40,40,0,0,15,0,33,40,1,40,Y,,,,,,,,1,04733790000000
25,04,75507,0000000,Butte,Gridley Unified,N/A,Unified School District,,,,N/A,,,,,2002,1287,6,0,55,62,1052,1511,279,1534,Y,,,,,,,,1,04755070000000
25,05,10058,0530154,Calaveras,Calaveras County Office of Education,Mountain Oaks,County Office of Education (COE),K-12 Schools (Public),Traditional,Yes,0527,Locally funded,Y,K,12,425,153,1,0,3,0,178,223,2,225,Y,1,12,10,2,1,14,12,1,05100580530154
25,05,10058,0000000,Calaveras,Calaveras County Office of Education,N/A,County Office of Education (COE),,,,N/A,,,,,38,17,9,0,0,0,18,26,2,27,Y,,,,,,,,1,05100580000000
25,05,61556,0000000,Calaveras,Bret Harte Union High,N/A,High School District,,,,N/A,,,,,605,249,2,0,7,0,236,258,23,270,Y,,,,,,,,1,05615560000000
25,05,61564,0000000,Calaveras,Calaveras Unified,N/A,Unified School District,,,,N/A,,,,,2857,1514,25,0,184,0,1161,1576,115,1615,Y,,,,,,,,1,05615640000000
25,05,61572,0000000,Calaveras,Mark Twain Union Elementary,N/A,Elementary School District,,,,N/A,,,,,737,473,10,0,11,0,324,479,49,486,Y,,,,,,,,1,05615720000000
25,05,61580,0000000,Calaveras,Vallecito Union,N/A,Elementary School District,,,,N/A,,,,,597,265,7,0,21,0,166,277,17,283,Y,,,,,,,,1,05615800000000
25,06,10066,0000000,Colusa,Colusa County Office of Education,N/A,County Office of Education (COE),,,,N/A,,,,,62,41,1,0,12,1,25,49,13,51,Y,,,,,,,,1,06100660000000
25,06,61598,0000000,Colusa,Colusa Unified,N/A,Unified School District,,,,N/A,,,,,1470,1000,4,1,87,11,632,1111,318,1138,Y,,,,,,,,1,06615980000000
25,06,61606,0000000,Colusa,Maxwell Unified,N/A,Unified School District,,,,N/A,,,,,331,236,0,0,106,9,119,239,100,251,Y,,,,,,,,1,06616060000000
25,06,61614,0000000,Colusa,Pierce Joint Unified,N/A,Unified School District,,,,N/A,,,,,1447,1040,4,0,88,20,482,1082,306,1123,Y,,,,,,,,1,06616140000000
25,06,61622,0000000,Colusa,Williams Unified,N/A,Unified School District,,,,N/A,,,,,1303,1176,2,0,154,149,607,1176,660,1215,Y,,,,,,,,1,06616220000000
25,07,10074,0129528,Contra Costa,Contra Costa County Office of Education,Caliber: Beta Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,Yes,1622,Directly funded,Y,K,8,971,775,0,0,2,0,376,775,291,810,Y,1,6,10,1,1,14,8,1,07100740129528
25,07,10074,0731380,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High,County Office of Education (COE),High Schools (Public),Traditional,Yes,1400,Directly funded,Y,9,12,2373,521,3,0,1,0,468,530,115,583,Y,1,7,10,1,1,9,12,1,07100740731380
25,07,10074,0134114,Contra Costa,Contra Costa County Office of Education,Contra Costa School of Performing Arts,County Office of Education (COE),K-12 Schools (Public),Traditional,Yes,1773,Directly funded,Y,6,12,285,0,6,0,4,0,79,83,30,100,Y,1,12,10,1,1,6,12,1,07100740134114
25,07,10074,0730614,Contra Costa,Contra Costa County Office of Education,Golden Gate Community,County Office of Education (COE),County Community,County Community School,Yes,1887,Locally funded,N,6,12,69,56,3,0,1,0,38,56,8,58,Y,1,3,4,2,0,6,12,1,07100740730614
25,07,10074,0137026,Contra Costa,Contra Costa County Office of Education,Invictus Academy of Richmond,County Office of Education (COE),High Schools (Public),Traditional,Yes,1933,Directly funded,Y,7,12,403,318,0,0,7,0,175,318,112,330,Y,1,7,10,1,1,7,12,1,07100740137026
25,07,10074,0114470,Contra Costa,Contra Costa County Office of Education,Making Waves Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,Yes,0868,Directly funded,Y,5,12,1078,851,0,0,5,0,399,873,267,918,Y,1,12,10,1,1,5,12,1,07100740114470
