year,county_code,district_code,school_code,county_name,district_name,school_name,district_type,school_type,ed_option_type,nslp_status,charter,charter_num,charter_funding,irc,low_grade,high_grade,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,calpads_fall1_cert,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
23,15,63750,0000000,Kern,Rosedale Union Elementary,,Elementary School District,,,,,,,,,,6039,1542,22,0,2,0,1629,1972,275,2107,Y,,,,,,,,,1,15637500000000
23,15,63768,0000000,Kern,Semitropic Elementary,,Elementary School District,,,,,,,,,,151,84,0,0,1,2,94,95,95,130,Y,,,,,,,,,1,15637680000000
23,15,63776,0000000,Kern,Southern Kern Unified,,Unified School District,,,,,,,,,,3663,3014,58,0,363,1,1884,3075,566,3097,Y,,,,,,,,,1,15637760000000
23,15,63784,0000000,Kern,South Fork Union,,Elementary School District,,,,,,,,,,343,239,4,0,6,0,211,244,9,244,Y,,,,,,,,,1,15637840000000
23,15,63792,0000000,Kern,Standard Elementary,,Elementary School District,,,,,,,,,,3027,1275,43,0,83,16,2135,2688,217,2701,Y,,,,,,,,,1,15637920000000
23,15,63800,0000000,Kern,Taft City,,Elementary School District,,,,,,,,,,2384,2111,16,0,1,191,1505,2128,1035,2163,Y,,,,,,,,,1,15638000000000
23,15,63818,0000000,Kern,Taft Union High,,High School District,,,,,,,,,,1186,719,4,0,12,87,633,727,199,766,Y,,,,,,,,,1,15638180000000
23,15,63826,0000000,Kern,Tehachapi Unified,,Unified School District,,,,,,,,,,4170,1489,34,1,72,14,1281,1590,279,1695,Y,,,,,,,,,1,15638260000000
23,15,63834,0000000,Kern,Vineland Elementary,,Elementary School District,,,,,,,,,,674,664,4,0,88,125,494,674,431,674,Y,,,,,,,,,1,15638340000000
23,15,63842,0000000,Kern,Wasco Union Elementary,,Elementary School District,,,,,,,,,,3414,3156,13,0,23,242,2233,3159,1235,3190,Y,,,,,,,,,1,15638420000000
23,15,63859,0000000,Kern,Wasco Union High,,High School District,,,,,,,,,,1854,1627,5,0,5,108,1082,1631,372,1643,Y,,,,,,,,,1,15638590000000
23,15,73544,0000000,Kern,Rio Bravo-Greeley Union Elementary,,Elementary School District,,,,,,,,,,1012,496,4,0,0,11,305,501,93,513,Y,,,,,,,,,1,15735440000000
23,15,73742,0000000,Kern,Sierra Sands Unified,,Unified School District,,,,,,,,,,5088,2723,45,0,189,0,1969,2759,284,2826,Y,,,,,,,,,1,15737420000000
23,15,73908,0000000,Kern,McFarland Unified,,Unified School District,,,,,,,,,,3404,2921,16,0,388,40,2211,3000,1214,3080,Y,,,,,,,,,1,15739080000000
23,15,75168,0000000,Kern,El Tejon Unified,,Unified School District,,,,,,,,,,682,523,4,0,134,0,265,524,76,529,Y,,,,,,,,,1,15751680000000
23,16,10165,0000000,Kings,Kings County Office of Education,,County Office of Education (COE),,,,,,,,,,348,216,7,0,5,0,131,224,36,239,Y,,,,,,,,,1,16101650000000
23,16,63875,0112698,Kings,Armona Union Elementary,California Virtual Academy at Kings,Elementary School District,K-12 Schools (Public),Traditional,,Yes,0840,Directly funded,Y,K,12,547,250,0,0,16,0,294,389,56,395,Y,1,12,10,,1,1,14,12,1,16638750112698
23,16,63875,0101717,Kings,Armona Union Elementary,Crossroads Charter Academy,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,0571,Locally funded,N,K,12,156,117,3,0,4,0,90,123,21,123,Y,1,12,10,2,2,0,14,12,1,16638750101717
23,16,63875,0000000,Kings,Armona Union Elementary,,Elementary School District,,,,,,,,,,982,862,10,0,14,50,659,864,211,887,Y,,,,,,,,,1,16638750000000
23,16,63883,0000000,Kings,Central Union Elementary,,Elementary School District,,,,,,,,,,1675,673,12,9,8,24,294,753,153,771,Y,,,,,,,,,1,16638830000000
23,16,63891,0000000,Kings,Corcoran Joint Unified,,Unified School District,,,,,,,,,,3267,2837,18,0,20,65,2270,2868,650,2901,Y,,,,,,,,,1,16638910000000
23,16,63917,0000000,Kings,Hanford Elementary,,Elementary School District,,,,,,,,,,5525,4309,48,0,76,143,3190,4323,1261,4432,Y,,,,,,,,,1,16639170000000
23,16,63925,0137901,Kings,Hanford Joint Union High,Hanford Online Charter,High School District,High Schools (Public),Traditional,,Yes,1997,Locally funded,N,9,12,166,113,0,0,2,2,87,114,19,118,Y,1,7,10,,2,0,9,12,1,16639250137901
