year,county_code,district_code,school_code,county_name,district_name,school_name,district_type,school_type,ed_option_type,nslp_status,charter,charter_num,charter_funding,irc,low_grade,high_grade,total_enrollment,frpm,foster,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,calpads_fall1_cert,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
20,19,64733,0125625,Los Angeles,Los Angeles Unified,KIPP Scholar Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1377,Directly funded,Y,5,8,397,369,1,0,0,206,369,64,370,Y,1,9,10,,1,1,5,8,1,19647330125625
20,19,64733,0125641,Los Angeles,Los Angeles Unified,KIPP Sol Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1379,Directly funded,Y,5,8,503,442,0,3,0,199,442,63,444,Y,1,9,10,,1,1,5,8,1,19647330125641
20,19,64733,0125864,Los Angeles,Los Angeles Unified,Ednovate - USC Hybrid High College Prep,Unified School District,High Schools (Public),Traditional,,Yes,1401,Directly funded,Y,9,12,509,432,1,0,0,226,432,26,433,Y,1,7,10,,1,1,9,12,1,19647330125864
20,19,64733,0126136,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,Unified School District,High Schools (Public),Traditional,,Yes,1412,Directly funded,Y,9,12,524,488,0,2,0,282,489,69,489,Y,1,7,10,,1,1,9,12,1,19647330126136
20,19,64733,0126169,Los Angeles,Los Angeles Unified,Equitas Academy #2,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1402,Directly funded,Y,5,8,403,387,4,0,0,207,388,77,390,Y,1,9,10,,1,1,5,8,1,19647330126169
20,19,64733,0126177,Los Angeles,Los Angeles Unified,Citizens of the World Charter School Silver Lake,Unified School District,Elementary Schools (Public),Traditional,,Yes,1413,Directly funded,Y,K,8,872,377,1,7,0,208,377,141,423,Y,1,6,10,,1,1,14,8,1,19647330126177
20,19,64733,0126193,Los Angeles,Los Angeles Unified,Citizens of the World Charter School Mar Vista,Unified School District,Elementary Schools (Public),Traditional,,Yes,1414,Directly funded,Y,K,8,646,236,0,21,0,133,236,62,249,Y,1,6,10,,1,1,14,8,1,19647330126193
20,19,64733,0126797,Los Angeles,Los Angeles Unified,Aspire Centennial College Preparatory Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1436,Directly funded,Y,6,8,538,469,1,8,0,304,470,77,480,Y,1,9,10,,1,1,6,8,1,19647330126797
20,19,64733,0127217,Los Angeles,Los Angeles Unified,Alliance Alice M. Baxter College-Ready High,Unified School District,High Schools (Public),Traditional,,Yes,1460,Directly funded,Y,9,12,250,200,0,4,0,127,200,24,200,Y,1,7,10,,1,1,9,12,1,19647330127217
20,19,64733,0127670,Los Angeles,Los Angeles Unified,KIPP Iluminar Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1508,Directly funded,Y,K,4,570,497,4,5,0,225,498,121,504,Y,1,6,10,,1,1,14,4,1,19647330127670
20,19,64733,0127886,Los Angeles,Los Angeles Unified,City Language Immersion Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,1538,Directly funded,Y,K,5,425,192,0,0,0,106,194,90,206,Y,1,6,10,,1,1,14,5,1,19647330127886
20,19,64733,0127894,Los Angeles,Los Angeles Unified,Valor Academy High,Unified School District,High Schools (Public),Traditional,,Yes,1539,Directly funded,Y,9,12,503,442,0,7,0,199,470,61,474,Y,1,7,10,,1,1,9,12,1,19647330127894
20,19,64733,0127910,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,Unified School District,High Schools (Public),Traditional,,Yes,1540,Directly funded,Y,9,12,455,448,3,1,0,239,448,79,448,Y,1,7,10,,1,1,9,12,1,19647330127910
20,19,64733,0127936,Los Angeles,Los Angeles Unified,PREPA TEC - Los Angeles,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1542,Directly funded,Y,6,8,352,0,0,0,0,197,197,117,242,Y,1,9,10,,1,1,6,8,1,19647330127936
20,19,64733,0127985,Los Angeles,Los Angeles Unified,Ingenium Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1536,Directly funded,Y,6,8,245,227,0,12,0,120,234,80,236,Y,1,9,10,,1,1,6,8,1,19647330127985
20,19,64733,0128009,Los Angeles,Los Angeles Unified,Alliance Virgil Roberts Leadership Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1530,Directly funded,Y,6,8,442,398,3,13,0,262,398,104,406,Y,1,9,10,,1,1,6,8,1,19647330128009
20,19,64733,0128033,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 8,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1531,Directly funded,Y,6,8,451,431,1,5,0,261,431,78,432,Y,1,9,10,,1,1,6,8,1,19647330128033
20,19,64733,0128041,Los Angeles,Los Angeles Unified,Alliance Kory Hunter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1532,Directly funded,Y,6,8,465,455,1,10,0,320,455,99,456,Y,1,9,10,,1,1,6,8,1,19647330128041
20,19,64733,0128058,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 12,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1533,Directly funded,Y,6,8,455,361,1,3,0,308,361,95,381,Y,1,9,10,,1,1,6,8,1,19647330128058
20,19,64733,0128132,Los Angeles,Los Angeles Unified,Extera Public School No. 2,Unified School District,Elementary Schools (Public),Traditional,,Yes,1562,Directly funded,Y,K,5,388,364,2,0,0,233,373,114,378,Y,1,6,10,,1,1,14,5,1,19647330128132
20,19,64733,0128371,Los Angeles,Los Angeles Unified,New Horizons Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1567,Directly funded,Y,K,8,291,227,3,0,0,119,228,85,235,Y,1,6,10,,1,1,14,8,1,19647330128371
20,19,64733,0128389,Los Angeles,Los Angeles Unified,"Ivy Bound Academy Math, Science, and Technology Charter Middle 2",Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1570,Directly funded,Y,5,8,148,102,0,0,0,74,106,19,110,Y,1,9,10,,1,1,5,8,1,19647330128389
20,19,64733,0128512,Los Angeles,Los Angeles Unified,KIPP Academy of Innovation,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1586,Directly funded,Y,5,8,482,407,0,0,0,217,407,63,412,Y,1,9,10,,1,1,5,8,1,19647330128512
20,19,64733,0129270,Los Angeles,Los Angeles Unified,Animo Mae Jemison Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1624,Directly funded,Y,6,8,542,494,4,13,0,317,499,108,505,Y,1,9,10,,1,1,6,8,1,19647330129270
20,19,64733,0129460,Los Angeles,Los Angeles Unified,KIPP Vida Preparatory Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1587,Directly funded,Y,K,4,572,540,3,13,0,328,540,164,549,Y,1,6,10,,1,1,14,4,1,19647330129460
20,19,64733,0129593,Los Angeles,Los Angeles Unified,PUC Inspire Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1626,Directly funded,Y,6,8,293,277,3,0,0,161,277,85,280,Y,1,9,10,,1,1,6,8,1,19647330129593
20,19,64733,0129619,Los Angeles,Los Angeles Unified,PUC Community Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,,Yes,1657,Directly funded,Y,K,5,316,266,1,0,0,134,266,65,268,Y,1,6,10,,1,1,14,5,1,19647330129619
20,19,64733,0129627,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,Unified School District,High Schools (Public),Traditional,,Yes,1658,Directly funded,Y,9,10,415,348,5,1,0,224,393,71,394,Y,1,7,10,,1,1,9,10,1,19647330129627
20,19,64733,0129650,Los Angeles,Los Angeles Unified,Equitas Academy #3 Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,1669,Directly funded,Y,K,4,431,391,4,0,0,196,392,195,401,Y,1,6,10,,1,1,14,4,1,19647330129650
20,19,64733,0129833,Los Angeles,Los Angeles Unified,Global Education Academy 2,Unified School District,Elementary Schools (Public),Traditional,,Yes,1641,Directly funded,Y,K,5,135,115,0,0,0,79,117,30,120,Y,1,6,10,,1,1,14,5,1,19647330129833
20,19,64733,0129858,Los Angeles,Los Angeles Unified,Everest Value,Unified School District,Elementary Schools (Public),Traditional,,Yes,1638,Directly funded,Y,K,8,243,232,1,0,0,125,233,109,234,Y,1,6,10,,1,1,14,8,1,19647330129858
20,19,64733,0129866,Los Angeles,Los Angeles Unified,Village Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1639,Directly funded,Y,K,5,264,213,1,0,0,140,217,89,226,Y,1,6,10,,1,1,14,5,1,19647330129866
20,19,64733,0131466,Los Angeles,Los Angeles Unified,Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics,Unified School District,Elementary Schools (Public),Traditional,,Yes,1605,Directly funded,Y,K,5,316,228,3,16,0,124,244,63,250,Y,1,6,10,,1,1,14,5,1,19647330131466
20,19,64733,0131722,Los Angeles,Los Angeles Unified,Fenton Charter Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1613,Directly funded,Y,K,5,328,250,3,9,0,128,255,66,263,Y,1,6,10,,1,1,14,5,1,19647330131722
20,19,64733,0131771,Los Angeles,Los Angeles Unified,KIPP Ignite Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1720,Directly funded,Y,K,4,462,415,5,3,0,293,420,117,424,Y,1,6,10,,1,1,14,4,1,19647330131771
20,19,64733,0131797,Los Angeles,Los Angeles Unified,KIPP Promesa Prep,Unified School District,Elementary Schools (Public),Traditional,,Yes,1721,Directly funded,Y,K,4,558,470,2,8,0,259,472,127,484,Y,1,6,10,,1,1,14,4,1,19647330131797
20,19,64733,0131821,Los Angeles,Los Angeles Unified,Collegiate Charter High School of Los Angeles,Unified School District,High Schools (Public),Traditional,,Yes,1722,Directly funded,Y,9,12,196,184,1,0,0,108,184,35,185,Y,1,7,10,,1,1,9,12,1,19647330131821
20,19,64733,0131847,Los Angeles,Los Angeles Unified,Public Policy Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1703,Directly funded,Y,5,8,80,79,0,1,0,54,79,29,79,Y,1,9,10,,1,1,5,8,1,19647330131847
20,19,64733,0131870,Los Angeles,Los Angeles Unified,Resolute Academy Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1642,Directly funded,Y,5,8,256,256,4,4,0,181,256,47,256,Y,1,9,10,,1,1,5,8,1,19647330131870
20,19,64733,0131904,Los Angeles,Los Angeles Unified,Libertas College Preparatory Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,1711,Directly funded,Y,4,8,278,254,1,2,0,143,259,62,260,Y,1,6,10,,1,1,4,8,1,19647330131904
20,19,64733,0132027,Los Angeles,Los Angeles Unified,University Preparatory Value High,Unified School District,High Schools (Public),Traditional,,Yes,1723,Directly funded,Y,9,12,478,442,3,14,0,268,453,74,456,Y,1,7,10,,1,1,9,12,1,19647330132027
20,19,64733,0132084,Los Angeles,Los Angeles Unified,Alliance Marine - Innovation and Technology 6-12 Complex,Unified School District,K-12 Schools (Public),Traditional,,Yes,1738,Directly funded,Y,6,12,834,741,0,8,0,413,741,126,747,Y,1,12,10,,1,1,6,12,1,19647330132084
20,19,64733,0132126,Los Angeles,Los Angeles Unified,Bert Corona Charter High,Unified School District,High Schools (Public),Traditional,,Yes,1724,Directly funded,Y,9,12,191,175,1,0,0,94,175,37,179,Y,1,7,10,,1,1,9,12,1,19647330132126
20,19,64733,0132282,Los Angeles,Los Angeles Unified,Ednovate - East College Prep,Unified School District,High Schools (Public),Traditional,,Yes,1702,Directly funded,Y,9,12,358,313,1,0,0,148,313,32,313,Y,1,7,10,,1,1,9,12,1,19647330132282
20,19,64733,0132928,Los Angeles,Los Angeles Unified,Anahuacalmecac International University Preparatory of North America,Unified School District,K-12 Schools (Public),Traditional,,Yes,1685,Directly funded,Y,K,12,282,236,3,25,0,138,236,28,238,Y,1,12,10,,1,1,14,12,1,19647330132928
20,19,64733,0133272,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charter High,Unified School District,K-12 Schools (Public),Traditional,,Yes,0797,Directly funded,Y,6,12,800,717,3,0,0,360,718,82,723,Y,1,12,10,,1,1,6,12,1,19647330133272
20,19,64733,0133280,Los Angeles,Los Angeles Unified,PUC Nueva Esperanza Charter Academy,Unified School District,K-12 Schools (Public),Traditional,,Yes,1092,Directly funded,Y,6,12,361,327,0,0,0,185,327,45,328,Y,1,12,10,,1,1,6,12,1,19647330133280
20,19,64733,0133298,Los Angeles,Los Angeles Unified,PUC CALS Middle School and Early College High,Unified School District,K-12 Schools (Public),Traditional,,Yes,0331,Directly funded,Y,6,12,527,480,5,0,0,239,484,58,485,Y,1,12,10,,1,1,6,12,1,19647330133298
20,19,64733,0133686,Los Angeles,Los Angeles Unified,Equitas Academy 4,Unified School District,Elementary Schools (Public),Traditional,,Yes,1785,Directly funded,Y,5,8,152,134,3,0,0,75,136,31,139,Y,1,6,10,,1,1,5,8,1,19647330133686
20,19,64733,0133694,Los Angeles,Los Angeles Unified,Valor Academy Elementary,Unified School District,Elementary Schools (Public),Traditional,,Yes,1787,Directly funded,Y,K,4,372,251,1,2,0,133,283,161,308,Y,1,6,10,,1,1,14,4,1,19647330133694
20,19,64733,0133702,Los Angeles,Los Angeles Unified,New Los Angeles Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,,Yes,1788,Directly funded,Y,K,4,222,188,1,0,0,111,192,85,196,Y,1,6,10,,1,1,14,4,1,19647330133702
20,19,64733,0133710,Los Angeles,Los Angeles Unified,Girls Athletic Leadership School Los Angeles,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1791,Directly funded,Y,6,8,255,220,4,0,0,143,222,49,223,Y,1,9,10,,1,1,6,8,1,19647330133710
20,19,64733,0133868,Los Angeles,Los Angeles Unified,Rise Kohyang High,Unified School District,High Schools (Public),Traditional,,Yes,1786,Directly funded,Y,9,12,402,330,0,0,0,168,355,59,363,Y,1,7,10,,1,1,9,12,1,19647330133868
20,19,64733,0133884,Los Angeles,Los Angeles Unified,California Collegiate Charter,Unified School District,K-12 Schools (Public),Traditional,,Yes,1771,Directly funded,Y,6,10,230,210,3,19,0,133,210,60,216,Y,1,12,10,,1,1,6,10,1,19647330133884
20,19,64733,0134023,Los Angeles,Los Angeles Unified,Animo Florence-Firestone Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1794,Directly funded,Y,6,8,428,415,4,15,0,256,415,95,418,Y,1,9,10,,1,1,6,8,1,19647330134023
20,19,64733,0134148,Los Angeles,Los Angeles Unified,The City,Unified School District,K-12 Schools (Public),Traditional,,Yes,1710,Directly funded,Y,6,12,359,140,2,0,0,85,143,13,147,Y,1,12,10,,1,1,6,12,1,19647330134148
20,19,64733,0134205,Los Angeles,Los Angeles Unified,Arts in Action Community Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1806,Directly funded,Y,6,8,170,167,0,0,0,103,167,43,167,Y,1,9,10,,1,1,6,8,1,19647330134205
20,19,64733,0135509,Los Angeles,Los Angeles Unified,Gabriella Charter 2,Unified School District,Elementary Schools (Public),Traditional,,Yes,1853,Directly funded,Y,K,4,237,219,1,3,0,141,220,95,223,Y,1,6,10,,1,1,14,4,1,19647330135509
20,19,64733,0135517,Los Angeles,Los Angeles Unified,KIPP Corazon Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1855,Directly funded,Y,K,6,731,648,2,7,0,326,652,175,667,Y,1,6,10,,1,1,14,6,1,19647330135517
20,19,64733,0135616,Los Angeles,Los Angeles Unified,Crete Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1854,Directly funded,Y,K,6,188,109,0,33,0,125,162,17,165,Y,1,6,10,,1,1,14,6,1,19647330135616
20,19,64733,0135632,Los Angeles,Los Angeles Unified,WISH Academy High,Unified School District,High Schools (Public),Traditional,,Yes,1863,Directly funded,Y,9,11,195,73,0,3,0,38,73,3,74,Y,1,7,10,,1,1,9,11,1,19647330135632
20,19,64733,0135715,Los Angeles,Los Angeles Unified,Ednovate - Esperanza College Prep,Unified School District,High Schools (Public),Traditional,,Yes,1842,Directly funded,Y,9,11,319,270,0,0,0,153,271,31,275,Y,1,7,10,,1,1,9,11,1,19647330135715
20,19,64733,0135723,Los Angeles,Los Angeles Unified,Ednovate - Brio College Prep,Unified School District,High Schools (Public),Traditional,,Yes,1843,Directly funded,Y,9,11,269,222,1,0,0,119,222,26,228,Y,1,7,10,,1,1,9,11,1,19647330135723
20,19,64733,0135921,Los Angeles,Los Angeles Unified,WISH Community,Unified School District,Elementary Schools (Public),Traditional,,Yes,1627,Directly funded,Y,K,5,781,156,2,1,0,88,160,13,164,Y,1,6,10,,1,1,14,5,1,19647330135921
20,19,64733,0136986,Los Angeles,Los Angeles Unified,STEM Preparatory Elementary,Unified School District,Elementary Schools (Public),Traditional,,Yes,1925,Directly funded,Y,K,4,244,210,2,1,0,149,212,59,217,Y,1,6,10,,1,1,14,4,1,19647330136986
20,19,64733,0136994,Los Angeles,Los Angeles Unified,Rise Kohyang Elementary,Unified School District,Elementary Schools (Public),Traditional,,Yes,1927,Directly funded,Y,K,5,37,33,0,0,0,7,33,24,36,Y,1,6,10,,1,1,14,5,1,19647330136994
20,19,64733,0137463,Los Angeles,Los Angeles Unified,Los Feliz Charter Middle School for the Arts,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1960,Directly funded,Y,6,7,102,37,0,1,0,29,48,13,51,Y,1,9,10,,1,1,6,7,1,19647330137463
20,19,64733,0137471,Los Angeles,Los Angeles Unified,High Tech LA Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1929,Directly funded,Y,6,8,141,45,0,0,0,46,72,16,73,Y,1,9,10,,1,1,6,8,1,19647330137471
20,19,64733,0137513,Los Angeles,Los Angeles Unified,Learning by Design Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,1959,Directly funded,Y,K,5,129,124,0,10,0,93,124,17,124,Y,1,6,10,,1,1,14,5,1,19647330137513
20,19,64733,0137521,Los Angeles,Los Angeles Unified,Vox Collegiate of Los Angeles,Unified School District,K-12 Schools (Public),Traditional,,Yes,1917,Directly funded,Y,6,8,124,103,3,6,0,77,104,29,115,Y,1,12,10,,1,1,6,8,1,19647330137521
20,19,64733,0137554,Los Angeles,Los Angeles Unified,Excelencia Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1918,Directly funded,Y,K,5,91,82,0,0,0,50,82,49,83,Y,1,6,10,,1,1,14,5,1,19647330137554
20,19,64733,0137562,Los Angeles,Los Angeles Unified,Matrix for Success Academy,Unified School District,High Schools (Public),Traditional,,Yes,1961,Directly funded,Y,9,12,175,123,1,14,0,110,126,45,141,Y,1,7,10,,1,1,9,12,1,19647330137562
20,19,64733,0137604,Los Angeles,Los Angeles Unified,Stella Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1866,Directly funded,Y,K,2,118,95,2,2,0,54,105,54,108,Y,1,6,10,,1,1,14,2,1,19647330137604
20,19,64733,0137612,Los Angeles,Los Angeles Unified,Valley International Preparatory High,Unified School District,High Schools (Public),Traditional,,Yes,1926,Directly funded,Y,9,12,224,56,0,2,0,43,58,6,59,Y,1,7,10,,1,1,9,12,1,19647330137612
20,19,64733,0138305,Los Angeles,Los Angeles Unified,TEACH Preparatory Mildred S. Cunningham & Edith H. Morris Elementary,Unified School District,Elementary Schools (Public),Traditional,,Yes,2004,Directly funded,Y,K,2,144,133,4,0,0,74,140,57,140,Y,1,6,10,,1,1,14,2,1,19647330138305
20,19,64733,0139055,Los Angeles,Los Angeles Unified,Academy of Media Arts,Unified School District,High Schools (Public),Traditional,,Yes,2038,Directly funded,Y,9,12,31,1,1,1,0,14,16,2,17,Y,1,7,10,,1,1,9,12,1,19647330139055
20,19,64733,0139071,Los Angeles,Los Angeles Unified,KIPP Pueblo Unido,Unified School District,Elementary Schools (Public),Traditional,,Yes,2041,Directly funded,Y,K,8,104,94,0,0,0,52,95,36,98,Y,1,6,10,,1,1,14,8,1,19647330139071
20,19,64733,0139089,Los Angeles,Los Angeles Unified,Vista Horizon Global Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,2043,Directly funded,Y,K,5,36,16,1,0,0,17,27,16,30,Y,1,6,10,,1,1,14,5,1,19647330139089
20,19,64733,0139097,Los Angeles,Los Angeles Unified,Scholarship Prep - Lomita-Harbor City,Unified School District,Elementary Schools (Public),Traditional,,Yes,2042,Directly funded,Y,K,8,238,143,0,0,0,109,149,26,153,Y,1,6,10,,1,1,14,8,1,19647330139097
20,19,64733,0139121,Los Angeles,Los Angeles Unified,Equitas Academy 5,Unified School District,Elementary Schools (Public),Traditional,,Yes,2040,Directly funded,Y,K,4,120,95,2,0,0,53,100,66,107,Y,1,6,10,,1,1,14,4,1,19647330139121
20,19,64733,1931047,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,Unified School District,High Schools (Public),Traditional,,Yes,1119,Directly funded,Y,9,12,3061,2513,16,62,0,1448,2529,253,2566,Y,1,7,10,,1,1,9,12,1,19647331931047
20,19,64733,1931708,Los Angeles,Los Angeles Unified,Chatsworth Charter High,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,1581,Locally funded,N,9,12,1641,1108,7,16,0,583,1111,159,1139,Y,1,7,10,,2,0,9,12,1,19647331931708
20,19,64733,1931864,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,1571,Locally funded,N,9,12,3050,1948,12,23,0,1019,1968,345,2025,Y,1,7,10,,2,0,9,12,1,19647331931864
20,19,64733,1932623,Los Angeles,Los Angeles Unified,El Camino Real Charter High,Unified School District,High Schools (Public),Traditional,,Yes,1314,Directly funded,Y,9,12,3523,1222,8,8,0,761,1250,67,1274,Y,1,7,10,,1,1,9,12,1,19647331932623
20,19,64733,1933746,Los Angeles,Los Angeles Unified,Granada Hills Charter,Unified School District,K-12 Schools (Public),Traditional,,Yes,0572,Directly funded,Y,K,12,5124,2627,15,6,0,866,2645,135,2671,Y,1,12,10,,1,1,14,12,1,19647331933746
20,19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Charter High,Unified School District,High Schools (Public),Traditional,CEP,Yes,2005,Locally funded,N,9,12,1371,1122,8,12,0,569,1124,224,1142,Y,1,7,10,2,2,0,9,12,1,19647331937226
20,19,64733,1938554,Los Angeles,Los Angeles Unified,Sylmar Charter High,Unified School District,High Schools (Public),Traditional,CEP,Yes,1834,Locally funded,N,9,12,1562,1339,17,13,1,636,1343,189,1358,Y,1,7,10,2,2,0,9,12,1,19647331938554
20,19,64733,1938612,Los Angeles,Los Angeles Unified,Taft Charter High,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,1580,Locally funded,N,9,12,2352,1399,6,11,0,686,1404,109,1420,Y,1,7,10,,2,0,9,12,1,19647331938612
20,19,64733,1938885,Los Angeles,Los Angeles Unified,University High School Charter,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,2006,Locally funded,N,9,12,1500,1056,3,13,0,537,1058,87,1074,Y,1,7,10,,2,0,9,12,1,19647331938885
20,19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High,Unified School District,High Schools (Public),Traditional,,Yes,0037,Directly funded,Y,9,12,3042,891,2,5,0,516,899,31,911,Y,1,7,10,,1,1,9,12,1,19647331995836
20,19,64733,1996610,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,Unified School District,K-12 Schools (Public),Traditional,,Yes,0461,Directly funded,Y,6,12,495,447,3,0,0,271,459,127,468,Y,1,12,10,,1,1,6,12,1,19647331996610
20,19,64733,6015986,Los Angeles,Los Angeles Unified,Beckford Charter for Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1344,Locally funded,N,K,5,587,121,1,2,0,68,121,8,126,Y,1,6,10,,2,0,14,5,1,19647336015986
20,19,64733,6016240,Los Angeles,Los Angeles Unified,Calabash Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1345,Locally funded,N,K,5,429,89,0,1,0,53,90,17,101,Y,1,6,10,,2,0,14,5,1,19647336016240
20,19,64733,6016265,Los Angeles,Los Angeles Unified,Calvert Charter for Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1585,Locally funded,N,K,5,360,219,5,3,0,124,221,36,228,Y,1,6,10,,2,0,14,5,1,19647336016265
20,19,64733,6016323,Los Angeles,Los Angeles Unified,Canyon Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,0226,Locally funded,N,K,5,400,20,0,0,0,18,20,2,22,Y,1,6,10,,2,0,14,5,1,19647336016323
20,19,64733,6016356,Los Angeles,Los Angeles Unified,Carpenter Community Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1235,Locally funded,N,K,5,1002,113,0,2,0,81,114,14,124,Y,1,6,10,,2,0,14,5,1,19647336016356
20,19,64733,6016562,Los Angeles,Los Angeles Unified,Colfax Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1041,Locally funded,N,K,5,647,149,1,1,0,100,151,15,154,Y,1,6,10,,2,0,14,5,1,19647336016562
20,19,64733,6016729,Los Angeles,Los Angeles Unified,Dearborn Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1481,Locally funded,N,K,5,513,297,2,7,0,155,297,44,303,Y,1,6,10,,2,0,14,5,1,19647336016729
20,19,64733,6016778,Los Angeles,Los Angeles Unified,Dixie Canyon Community Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1469,Locally funded,N,K,5,756,185,0,0,0,130,190,30,204,Y,1,6,10,,2,0,14,5,1,19647336016778
20,19,64733,6016869,Los Angeles,Los Angeles Unified,El Oro Way Charter For Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1466,Locally funded,N,K,5,453,125,4,2,0,74,126,33,148,Y,1,6,10,,2,0,14,5,1,19647336016869
20,19,64733,6016935,Los Angeles,Los Angeles Unified,Encino Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1471,Locally funded,N,K,5,599,143,1,0,0,82,143,41,165,Y,1,6,10,,2,0,14,5,1,19647336016935
20,19,64733,6017016,Los Angeles,Los Angeles Unified,Fenton Avenue Charter,Unified School District,Elementary Schools (Public),Traditional,,Yes,0030,Directly funded,Y,K,5,633,530,7,28,0,243,542,123,546,Y,1,6,10,,1,1,14,5,1,19647336017016
20,19,64733,6017438,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1472,Locally funded,N,K,5,335,171,3,8,0,85,171,71,209,Y,1,6,10,,2,0,14,5,1,19647336017438
20,19,64733,6017529,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1470,Locally funded,N,K,5,414,102,4,0,0,71,103,11,107,Y,1,6,10,,2,0,14,5,1,19647336017529
20,19,64733,6017693,Los Angeles,Los Angeles Unified,Justice Street Academy Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1487,Locally funded,N,K,5,415,166,3,0,0,90,168,12,172,Y,1,6,10,,2,0,14,5,1,19647336017693
