year,district_code,district_name
23,65896,Surprise Valley Joint Unified
23,64196,Susanville Elementary
23,10512,Sutter County Office of Education
23,71449,Sutter Union High
23,68411,Sweetwater Union High
23,71290,Sylvan Union Elementary
23,63800,Taft City
23,63818,Taft Union High
23,66944,Tahoe-Truckee Unified
23,65482,Tamalpais Union High
23,63826,Tehachapi Unified
23,10520,Tehama County Department of Education
23,75192,Temecula Valley Unified
23,65052,Temple City Unified
23,68841,Templeton Unified
23,72199,Terra Bella Union Elementary
23,61549,Thermalito Union Elementary
23,72207,Three Rivers Union Elementary
23,72215,Tipton Elementary
23,65060,Torrance Unified
23,75499,Tracy Joint Unified
23,72223,Traver Joint Elementary
23,70565,Travis Unified
23,67561,Tres Pinos Union Elementary
23,63057,Trinidad Union Elementary
23,76513,Trinity Alps Unified
23,71761,Trinity Center Elementary
23,10538,Trinity County Office of Education
23,67892,Trona Joint Unified
23,72231,Tulare City
23,10546,Tulare County Office of Education
23,72249,Tulare Joint Union High
23,73593,Tulelake Basin Joint Unified
23,10553,Tuolumne County Superintendent of Schools
23,75739,Turlock Unified
23,73643,Tustin Unified
23,72421,Twain Harte
23,70961,Twin Hills Union Elementary
23,66415,Twin Ridges Elementary
23,76505,Twin Rivers Unified
23,70979,Two Rock Union
23,65615,Ukiah Unified
23,69708,Union Elementary
23,66407,Union Hill Elementary
23,75069,Upland Unified
23,76976,Upper Lake Unified
23,70573,Vacaville Unified
23,75242,Val Verde Unified
23,65078,Valle Lindo Elementary
23,61580,Vallecito Union
23,68437,Vallecitos Elementary
23,70581,Vallejo City Unified
23,75614,Valley Center-Pauma Unified
23,71324,Valley Home Joint Elementary
23,10561,Ventura County Office of Education
23,72652,Ventura Unified
23,67918,Victor Elementary
23,67934,Victor Valley Union High
23,63834,Vineland Elementary
23,72256,Visalia Unified
23,68452,Vista Unified
23,69344,Vista del Mar Union
23,61812,Walnut Creek Elementary
23,73460,Walnut Valley Unified
23,75416,Warner Unified
23,63842,Wasco Union Elementary
23,63859,Wasco Union High
23,62513,Washington Colony Elementary
23,76778,Washington Unified
23,72694,Washington Unified
23,66233,Washington Union Elementary
23,75572,Waterford Unified
23,70995,Waugh Elementary
23,72264,Waukena Joint Union Elementary
23,65862,Weaver Union
23,70482,Weed Union Elementary
23,61796,West Contra Costa Unified
23,65094,West Covina Unified
23,62539,West Park Elementary
23,71001,West Side Union Elementary
23,70607,West Sonoma County Union High
23,66951,Western Placer Unified
23,66746,Westminster
23,63230,Westmorland Union Elementary
23,62547,Westside Elementary
23,65102,Westside Union Elementary
23,64204,Westwood Unified
23,72751,Wheatland
23,72769,Wheatland Union High
23,70169,Whitmore Union Elementary
23,65110,Whittier City Elementary
23,65128,Whittier Union High
23,65136,William S. Hart Union High
23,61622,Williams Unified
23,65623,Willits Unified
23,70490,Willow Creek Elementary
23,67579,Willow Grove Union Elementary
23,62661,Willows Unified
23,71019,Wilmar Union Elementary
23,65151,Wilsona Elementary
23,75358,Windsor Unified
23,71456,Winship-Robbins
23,72702,Winters Joint Unified
23,65870,Winton
23,76869,Wiseburn Unified
23,76794,Woodlake Unified
23,72710,Woodland Joint Unified
23,69088,Woodside Elementary
23,72298,Woodville Union Elementary
23,71035,Wright Elementary
23,10579,Yolo County Office of Education
23,76414,Yosemite Unified
23,70508,Yreka Union Elementary
23,70516,Yreka Union High
23,71464,Yuba City Unified
23,10587,Yuba County Office of Education
23,67959,Yucaipa-Calimesa Joint Unified
