year,district_code,district_name
21,62653,Stony Creek Joint Unified
21,72157,Strathmore Union Elementary
21,65045,Sulphur Springs Union
21,72405,Summerville Elementary
21,72413,Summerville Union High
21,72173,Sundale Union Elementary
21,72181,Sunnyside Union Elementary
21,69690,Sunnyvale
21,75119,Sunol Glen Unified
21,65896,Surprise Valley Joint Unified
21,64196,Susanville Elementary
21,10512,Sutter County Office of Education
21,71449,Sutter Union High
21,68411,Sweetwater Union High
21,71290,Sylvan Union Elementary
21,63800,Taft City
21,63818,Taft Union High
21,66944,Tahoe-Truckee Unified
21,65482,Tamalpais Union High
21,63826,Tehachapi Unified
21,10520,Tehama County Department of Education
21,75192,Temecula Valley Unified
21,65052,Temple City Unified
21,68841,Templeton Unified
21,72199,Terra Bella Union Elementary
21,61549,Thermalito Union Elementary
21,72207,Three Rivers Union Elementary
21,72215,Tipton Elementary
21,65060,Torrance Unified
21,75499,Tracy Joint Unified
21,72223,Traver Joint Elementary
21,70565,Travis Unified
21,67561,Tres Pinos Union Elementary
21,63057,Trinidad Union Elementary
21,76513,Trinity Alps Unified
21,71761,Trinity Center Elementary
21,10538,Trinity County Office of Education
21,67892,Trona Joint Unified
21,72231,Tulare City
21,10546,Tulare County Office of Education
21,72249,Tulare Joint Union High
21,73593,Tulelake Basin Joint Unified
21,10553,Tuolumne County Superintendent of Schools
21,75739,Turlock Unified
21,73643,Tustin Unified
21,72421,Twain Harte
21,70961,Twin Hills Union Elementary
21,66415,Twin Ridges Elementary
21,76505,Twin Rivers Unified
21,70979,Two Rock Union
21,65615,Ukiah Unified
21,69708,Union Elementary
21,66407,Union Hill Elementary
21,75069,Upland Unified
21,76976,Upper Lake Unified
21,70573,Vacaville Unified
21,75242,Val Verde Unified
21,65078,Valle Lindo Elementary
21,61580,Vallecito Union
21,68437,Vallecitos Elementary
21,70581,Vallejo City Unified
21,75614,Valley Center-Pauma Unified
21,71324,Valley Home Joint Elementary
21,10561,Ventura County Office of Education
21,72652,Ventura Unified
21,67918,Victor Elementary
21,67934,Victor Valley Union High
21,63834,Vineland Elementary
21,72256,Visalia Unified
21,68452,Vista Unified
21,69344,Vista del Mar Union
21,61812,Walnut Creek Elementary
21,73460,Walnut Valley Unified
21,75416,Warner Unified
21,63842,Wasco Union Elementary
21,63859,Wasco Union High
21,62513,Washington Colony Elementary
21,76778,Washington Unified
21,72694,Washington Unified
21,66233,Washington Union Elementary
21,75572,Waterford Unified
21,70995,Waugh Elementary
21,72264,Waukena Joint Union Elementary
21,65862,Weaver Union
21,70482,Weed Union Elementary
21,61796,West Contra Costa Unified
21,65094,West Covina Unified
21,62539,West Park Elementary
21,71001,West Side Union Elementary
21,70607,West Sonoma County Union High
21,66951,Western Placer Unified
21,66746,Westminster
21,63230,Westmorland Union Elementary
21,62547,Westside Elementary
21,65102,Westside Union Elementary
21,64204,Westwood Unified
21,72751,Wheatland
21,72769,Wheatland Union High
21,70169,Whitmore Union Elementary
21,65110,Whittier City Elementary
21,65128,Whittier Union High
21,65136,William S. Hart Union High
21,61622,Williams Unified
21,65623,Willits Unified
21,70490,Willow Creek Elementary
21,67579,Willow Grove Union Elementary
21,62661,Willows Unified
21,71019,Wilmar Union Elementary
21,65151,Wilsona Elementary
21,75358,Windsor Unified
21,71456,Winship-Robbins
21,72702,Winters Joint Unified
21,65870,Winton
21,76869,Wiseburn Unified
21,76794,Woodlake Unified
21,72710,Woodland Joint Unified
21,69088,Woodside Elementary
21,72298,Woodville Union Elementary
21,71035,Wright Elementary
21,10579,Yolo County Office of Education
21,76414,Yosemite Unified
21,70508,Yreka Union Elementary
21,70516,Yreka Union High
21,71464,Yuba City Unified
21,10587,Yuba County Office of Education
21,67959,Yucaipa-Calimesa Joint Unified
