year,district_code,district_name
24,72355,Curtis Creek Elementary
24,71860,Cutler-Orosi Joint Unified
24,62745,Cutten Elementary
24,75010,Cuyama Joint Unified
24,66480,Cypress Elementary
24,72678,Davis Joint Unified
24,63271,Death Valley Unified
24,68049,Dehesa Elementary
24,68056,Del Mar Union Elementary
24,10082,Del Norte County Office of Education
24,61820,Del Norte County Unified
24,63412,Delano Joint Union High
24,63404,Delano Union Elementary
24,75366,Delhi Unified
24,70227,Delphic Elementary
24,71068,Denair Unified
24,67041,Desert Center Unified
24,67058,Desert Sands Unified
24,63420,Di Giorgio Elementary
24,75531,Dinuba Unified
24,70532,Dixon Unified
24,75317,Dos Palos Oro Loma Joint Unified
24,71696,Douglas City Elementary
24,64451,Downey Unified
24,66803,Dry Creek Joint Elementary
24,64469,Duarte Unified
24,75093,Dublin Unified
24,71894,Ducor Union Elementary
24,70672,Dunham Elementary
24,70243,Dunsmuir Elementary
24,70250,Dunsmuir Joint Union High
24,61432,Durham Unified
24,71902,Earlimart Elementary
24,71373,East Nicolaus Joint Union High
24,69427,East Side Union High
24,64485,East Whittier City Elementary
24,73668,Eastern Sierra Unified
24,64477,Eastside Union Elementary
24,63438,Edison Elementary
24,63123,El Centro Elementary
24,10090,El Dorado County Office of Education
24,61853,El Dorado Union High
24,64501,El Monte City
24,64519,El Monte Union High
24,65680,El Nido Elementary
24,64527,El Rancho Unified
24,64535,El Segundo Unified
24,75168,El Tejon Unified
24,67314,Elk Grove Unified
24,63446,Elk Hills Elementary
24,67322,Elverta Joint Elementary
24,61168,Emery Unified
24,71076,Empire Union Elementary
24,68080,Encinitas Union Elementary
24,69971,Enterprise Elementary
24,68502,Escalon Unified
24,68098,Escondido Union
24,68106,Escondido Union High
24,72686,Esparto Unified
24,67702,Etiwanda Elementary
24,75515,Eureka City Schools
24,66829,Eureka Union
24,69435,Evergreen Elementary
24,71522,Evergreen Union
24,76836,Exeter Unified
24,63461,Fairfax Elementary
24,70540,Fairfield-Suisun Unified
24,69989,Fall River Joint Unified
24,68114,Fallbrook Union Elementary
24,68122,Fallbrook Union High
24,75325,Farmersville Unified
24,75374,Ferndale Unified
24,62794,Fieldbrook Elementary
24,72454,Fillmore Unified
24,73809,Firebaugh-Las Deltas Unified
24,71530,Flournoy Union Elementary
24,67330,Folsom-Cordova Unified
24,67710,Fontana Unified
24,66837,Foresthill Union Elementary
24,70680,Forestville Union Elementary
24,65565,Fort Bragg Unified
24,70698,Fort Ross Elementary
24,75036,Fort Sage Unified
24,76802,Fortuna Elementary
24,62810,Fortuna Union High
24,66498,Fountain Valley Elementary
24,62158,Fowler Unified
24,71381,Franklin Elementary
24,69450,Franklin-McKinley Elementary
24,61176,Fremont Unified
24,69468,Fremont Union High
24,69997,French Gulch-Whiskeytown Elementary
24,62828,Freshwater Elementary
24,10108,Fresno County Office of Education
24,62166,Fresno Unified
24,63479,Fruitvale Elementary
24,66506,Fullerton Elementary
24,66514,Fullerton Joint Union High
24,67348,Galt Joint Union Elementary
24,67355,Galt Joint Union High
24,66522,Garden Grove Unified
24,62836,Garfield Elementary
24,64550,Garvey Elementary
24,75267,Gateway Unified
24,70318,Gazelle Union Elementary
24,63487,General Shafter Elementary
24,71548,Gerber Union Elementary
24,70706,Geyserville Unified
24,69484,Gilroy Unified
24,64568,Glendale Unified
24,64576,Glendora Unified
24,10116,Glenn County Office of Education
24,61879,Gold Oak Union Elementary
24,61887,Gold Trail Union Elementary
24,61457,Golden Feather Union Elementary
24,75234,Golden Plains Unified
24,75580,Golden Valley Unified
24,69195,Goleta Union Elementary
24,75473,Gonzales Unified
24,64584,Gorman Joint
24,70003,Grant Elementary
24,66332,Grass Valley Elementary
24,71084,Gratton Elementary
24,70714,Gravenstein Union Elementary
24,66027,Graves Elementary
24,62851,Green Point Elementary
24,63503,Greenfield Union
24,66035,Greenfield Union Elementary
24,70326,Grenada Elementary
24,75507,Gridley Unified
24,68130,Grossmont Union High
24,69203,Guadalupe Union Elementary
24,70722,Guerneville Elementary
24,73619,Gustine Unified
24,73445,Hacienda la Puente Unified
24,76562,Hamilton Unified
24,63917,Hanford Elementary
24,63925,Hanford Joint Union High
24,70334,Happy Camp Union Elementary
24,69757,Happy Valley Elementary
24,70011,Happy Valley Union Elementary
24,70730,Harmony Union Elementary
24,71092,Hart-Ransom Union Elementary
24,64592,Hawthorne
24,61192,Hayward Unified
24,75390,Healdsburg Unified
24,63131,Heber Elementary
24,67736,Helendale Elementary
24,67082,Hemet Unified
24,64600,Hermosa Beach City Elementary
24,75044,Hesperia Unified
24,71100,Hickman Community Charter
24,68908,Hillsborough City Elementary
24,65698,Hilmar Unified
24,67470,Hollister
24,63149,Holtville Unified
24,69211,Hope Elementary
24,71944,Hope Elementary
24,70763,Horicon Elementary
24,70359,Hornbrook Elementary
24,71951,Hot Springs Elementary
24,66258,Howell Mountain Elementary
24,72462,Hueneme Elementary
24,64626,Hughes-Elizabeth Lakes Union Elementary
24,75549,Hughson Unified
24,10124,Humboldt County Office of Education
24,66530,Huntington Beach City Elementary
24,66548,Huntington Beach Union High
24,62885,Hydesville Elementary
24,70029,"Igo, Ono, Platina Union Elementary"
24,10132,Imperial County Office of Education
24,63164,Imperial Unified
24,61895,Indian Diggings Elementary
24,64634,Inglewood Unified
24,10140,Inyo County Office of Education
24,73650,Irvine Unified
24,63933,Island Union Elementary
24,62893,Jacoby Creek Elementary
24,72363,Jamestown Elementary
24,68155,Jamul-Dulzura Union Elementary
24,64105,Janesville Union Elementary
24,67488,Jefferson Elementary
24,68544,Jefferson Elementary
24,68916,Jefferson Elementary
24,68924,Jefferson Union High
24,61697,John Swett Unified
24,64113,Johnstonville Elementary
24,68163,Julian Union Elementary
24,68171,Julian Union High
24,71738,Junction City Elementary
24,70045,Junction Elementary
24,70367,Junction Elementary
24,67090,Jurupa Unified
24,70888,Kashia Elementary
24,64014,Kelseyville Unified
24,65334,Kentfield Elementary
24,70789,Kenwood
24,64642,Keppel Union Elementary
24,73999,Kerman Unified
24,10157,Kern County Office of Education
24,63529,Kern High
24,63545,Kernville Union Elementary
24,71134,Keyes Union
24,66050,King City Union
24,62265,Kings Canyon Joint Unified
24,10165,Kings County Office of Education
24,71969,Kings River Union Elementary
24,63941,Kings River-Hardwick Union Elementary
24,62240,Kingsburg Elementary Charter
24,62257,Kingsburg Joint Union High
24,71555,Kirkwood Elementary
24,63958,Kit Carson Union Elementary
24,70375,Klamath River Union Elementary
24,62901,Klamath-Trinity Joint Unified
24,62919,Kneeland Elementary
24,71142,Knights Ferry Elementary
24,61705,Knightsen Elementary
24,64022,Konocti Unified
24,64659,La Canada Unified
24,66563,La Habra City Elementary
24,68940,La Honda-Pescadero Unified
24,68197,La Mesa-Spring Valley
24,61713,Lafayette Elementary
24,66555,Laguna Beach Unified
24,65342,Laguna Joint Elementary
24,66076,Lagunita Elementary
24,65359,Lagunitas Elementary
24,10173,Lake County Office of Education
24,62596,Lake Elementary
24,75176,Lake Elsinore Unified
24,61903,Lake Tahoe Unified
24,64030,Lakeport Unified
24,69492,Lakeside Joint
24,63552,Lakeside Union
24,63966,Lakeside Union Elementary
24,68189,Lakeside Union Elementary
24,76760,Lammersville Joint Unified
24,63560,Lamont Elementary
24,64667,Lancaster Elementary
24,65367,Larkspur-Corte Madera
24,68957,Las Lomitas Elementary
24,64683,Las Virgenes Unified
24,10181,Lassen County Office of Education
24,64139,Lassen Union High
24,71563,Lassen View Union Elementary
24,62281,Laton Joint Unified
24,61911,Latrobe
24,64691,Lawndale Elementary
24,73916,Laytonville Unified
24,65722,Le Grand Union Elementary
24,65730,Le Grand Union High
24,75218,Leggett Valley Unified
24,68205,Lemon Grove
24,63974,Lemoore Union Elementary
24,63982,Lemoore Union High
24,64709,Lennox
24,71746,Lewiston Elementary
24,70797,Liberty Elementary
24,71985,Liberty Elementary
24,61721,Liberty Union High
24,68569,Lincoln Unified
24,68577,Linden Unified
24,71993,Lindsay Unified
24,63586,Linns Valley-Poso Flat Union
24,64717,Little Lake City Elementary
24,70383,Little Shasta Elementary
24,69765,Live Oak Elementary
24,71399,Live Oak Unified
24,61200,Livermore Valley Joint Unified
24,65748,Livingston Union
24,68585,Lodi Unified
24,62927,Loleta Union Elementary
24,69500,Loma Prieta Joint Union Elementary
24,69229,Lompoc Unified
24,63289,Lone Pine Unified
24,64725,Long Beach Unified
24,66845,Loomis Union Elementary
24,73924,Los Alamitos Unified
24,69518,Los Altos Elementary
24,10199,Los Angeles County Office of Education
24,64733,Los Angeles Unified
24,65755,Los Banos Unified
24,69526,Los Gatos Union Elementary
24,69534,Los Gatos-Saratoga Union High
24,71571,Los Molinos Unified
24,64758,Los Nietos
24,69245,Los Olivos Elementary
24,63594,Lost Hills Union Elementary
24,64766,Lowell Joint
24,64048,Lucerne Elementary
24,75051,Lucerne Valley Unified
24,68759,Lucia Mar Unified
24,69542,Luther Burbank
24,64774,Lynwood Unified
24,10207,Madera County Superintendent of Schools
24,65243,Madera Unified
24,66589,Magnolia Elementary
24,63172,Magnolia Union Elementary
24,73692,Mammoth Unified
24,65573,Manchester Union Elementary
24,75333,Manhattan Beach Unified
24,68593,Manteca Unified
24,61499,Manzanita Elementary
24,62935,Maple Creek Elementary
24,63610,Maple Elementary
24,71407,Marcum-Illinois Union Elementary
24,63628,Maricopa Unified
24,10215,Marin County Office of Education
24,10223,Mariposa County Office of Education
24,65532,Mariposa County Unified
24,61572,Mark Twain Union Elementary
24,70805,Mark West Union Elementary
24,61739,Martinez Unified
24,72736,Marysville Joint Unified
24,75382,Mattole Unified
24,61606,Maxwell Unified
24,63180,McCabe Union Elementary
24,70409,McCloud Union Elementary
24,73908,McFarland Unified
24,62950,McKinleyville Union Elementary
24,63651,McKittrick Elementary
24,65763,McSwain Union Elementary
24,63198,Meadows Union Elementary
24,10231,Mendocino County Office of Education
24,65581,Mendocino Unified
24,75127,Mendota Unified
24,67116,Menifee Union
24,68965,Menlo Park City Elementary
24,65771,Merced City Elementary
24,10249,Merced County Office of Education
24,73726,Merced River Union Elementary
24,65789,Merced Union High
24,71415,Meridian Elementary
24,72470,Mesa Union Elementary
24,64055,Middletown Unified
24,63669,Midway Elementary
24,65391,Mill Valley Elementary
24,68973,Millbrae Elementary
24,65318,Miller Creek Elementary
24,70052,Millville Elementary
24,73387,Milpitas Unified
24,66084,Mission Union Elementary
24,71167,Modesto City Elementary
24,71175,Modesto City High
24,10256,Modoc County Office of Education
24,73585,Modoc Joint Unified
24,63677,Mojave Unified
24,10264,Mono County Office of Education
24,62323,Monroe Elementary
24,64790,Monrovia Unified
24,72009,Monson-Sultana Joint Union Elementary
24,70417,Montague Elementary
24,70813,Monte Rio Union Elementary
24,64808,Montebello Unified
24,69252,Montecito Union Elementary
24,10272,Monterey County Office of Education
24,66092,Monterey Peninsula Unified
24,70821,Montgomery Elementary
24,73940,Moorpark Unified
24,61747,Moraga Elementary
24,69575,Moreland
24,67124,Moreno Valley Unified
24,69583,Morgan Hill Unified
24,67777,Morongo Unified
24,61929,Mother Lode Union Elementary
24,69617,Mount Pleasant Elementary
24,69773,Mountain Elementary
24,68213,Mountain Empire Unified
24,61218,Mountain House Elementary
24,73700,Mountain Union Elementary
24,75028,Mountain Valley Unified
24,64816,Mountain View Elementary
24,67785,Mountain View Elementary
24,69591,Mountain View Whisman
24,69609,Mountain View-Los Altos Union High
24,67793,Mt. Baldy Joint Elementary
24,61754,Mt. Diablo Unified
24,70425,Mt. Shasta Union Elementary
24,63206,Mulberry Elementary
24,72504,Mupu Elementary
24,63685,Muroc Joint Unified
24,75200,Murrieta Valley Unified
24,10280,Napa County Office of Education
24,66266,Napa Valley Unified
24,68221,National Elementary
24,75283,Natomas Unified
24,67801,Needles Unified
24,66340,Nevada City Elementary
24,10298,Nevada County Office of Education
24,66357,Nevada Joint Union High
24,61242,New Haven Unified
24,68619,New Hope Elementary
24,68627,New Jerusalem Elementary
24,61234,Newark Unified
24,66852,Newcastle Elementary
24,64832,Newhall
24,73601,Newman-Crows Landing Unified
24,66597,Newport-Mesa Unified
24,65409,Nicasio
24,63693,Norris Elementary
24,67504,North County Joint Union Elementary
24,70078,North Cow Creek Elementary
24,73825,North Monterey County Unified
24,62687,Northern Humboldt Union High
24,64840,Norwalk-La Mirada Unified
24,65417,Novato Unified
24,71423,Nuestro Elementary
24,67157,Nuview Union
24,69625,Oak Grove Elementary
24,70839,Oak Grove Union Elementary
24,73874,Oak Park Unified
24,70086,Oak Run Elementary
24,72017,Oak Valley Union Elementary
24,68635,Oak View Union Elementary
24,75564,Oakdale Joint Unified
24,61259,Oakland Unified
24,61762,Oakley Union Elementary
24,66613,Ocean View
24,72512,Ocean View
24,73569,Oceanside Unified
24,72520,Ojai Unified
24,70847,Old Adobe Union
24,67819,Ontario-Montclair
24,62331,Orange Center
24,10306,Orange County Department of Education
24,66621,Orange Unified
24,69633,Orchard Elementary
24,69260,Orcutt Union Elementary
24,62968,Orick Elementary
24,61770,Orinda Union Elementary
24,75481,Orland Joint Unified
24,67827,Oro Grande
24,61507,Oroville City Elementary
24,61515,Oroville Union High
24,72025,Outside Creek Elementary
24,63297,Owens Valley Unified
24,72538,Oxnard
24,72546,Oxnard Union High
24,70094,Pacheco Union Elementary
24,69781,Pacific Elementary
24,66134,Pacific Grove Unified
24,62356,Pacific Union Elementary
24,62976,Pacific Union Elementary
24,68932,Pacifica
24,69799,Pajaro Valley Unified
24,61523,Palermo Union Elementary
24,67173,Palm Springs Unified
24,64857,Palmdale Elementary
24,69641,Palo Alto Unified
24,67181,Palo Verde Unified
24,72033,Palo Verde Union Elementary
24,64865,Palos Verdes Peninsula Unified
24,63362,Panama-Buena Vista Union
24,67520,Panoche Elementary
24,71209,Paradise Elementary
24,61531,Paradise Unified
24,64873,Paramount Unified
24,62364,Parlier Unified
24,64881,Pasadena Unified
24,75457,Paso Robles Joint Unified
24,71217,Patterson Joint Unified
24,62984,Peninsula Union
24,76877,Penn Valley Union Elementary
24,67199,Perris Elementary
24,67207,Perris Union High
24,70854,Petaluma City Elementary
24,70862,Petaluma Joint Union High
24,61275,Piedmont City Unified
24,61614,Pierce Joint Unified
24,62372,Pine Ridge Elementary
24,70870,Piner-Olivet Union Elementary
24,61945,Pioneer Union
24,73379,Pioneer Union Elementary
24,63990,Pioneer Union Elementary
24,61788,Pittsburg Unified
24,72041,Pixley Union Elementary
24,66647,Placentia-Yorba Linda Unified
24,10314,Placer County Office of Education
24,66886,Placer Hills Union Elementary
24,66894,Placer Union High
24,61952,Placerville Union Elementary
24,65813,Plainsburg Union Elementary
24,65821,Planada Elementary
24,62638,Plaza Elementary
24,71431,Pleasant Grove Joint Union
24,66373,Pleasant Ridge Union Elementary
24,72553,Pleasant Valley
24,68791,Pleasant Valley Joint Union Elementary
24,72058,Pleasant View Elementary
24,75101,Pleasanton Unified
24,10322,Plumas County Office of Education
24,72744,Plumas Lake Elementary
24,66969,Plumas Unified
24,65599,Point Arena Joint Union High
24,61960,Pollock Pines Elementary
24,64907,Pomona Unified
24,63719,Pond Union Elementary
24,66282,Pope Valley Union Elementary
24,75523,Porterville Unified
24,68981,Portola Valley Elementary
24,73866,Potter Valley Community Unified
24,68296,Poway Unified
24,62646,Princeton Joint Unified
24,62380,Raisin City Elementary
24,68304,Ramona City Unified
24,68312,Rancho Santa Fe Elementary
24,64162,Ravendale-Termo Elementary
24,68999,Ravenswood City Elementary
24,65276,Raymond-Knowles Union Elementary
24,71639,Red Bluff Joint Union High
24,71621,Red Bluff Union Elementary
24,70110,Redding Elementary
24,67843,Redlands Unified
24,75341,Redondo Beach Unified
24,69005,Redwood City Elementary
24,65425,Reed Union Elementary
24,71647,Reeds Creek Elementary
24,73932,Reef-Sunset Unified
24,61978,Rescue Union Elementary
24,67850,Rialto Unified
24,71654,Richfield Elementary
24,72082,Richgrove Elementary
24,63578,Richland Union Elementary
24,64170,Richmond Elementary
24,67868,Rim of the World Unified
24,70896,Rincon Valley Union Elementary
24,73544,Rio Bravo-Greeley Union Elementary
24,63008,Rio Dell Elementary
24,72561,Rio Elementary
24,68650,Ripon Unified
24,67413,River Delta Joint Unified
24,75556,Riverbank Unified
24,75408,Riverdale Joint Unified
24,10330,Riverside County Office of Education
24,67215,Riverside Unified
24,71233,Roberts Ferry Union Elementary
24,67421,Robla Elementary
24,72090,Rockford Elementary
24,75085,Rocklin Unified
24,67231,Romoland Elementary
24,63750,Rosedale Union Elementary
24,70904,Roseland
24,64931,Rosemead Elementary
24,66910,Roseville City Elementary
24,66928,Roseville Joint Union High
24,65433,Ross Elementary
24,75002,Ross Valley Elementary
24,63305,Round Valley Joint Elementary
24,65607,Round Valley Unified
24,73452,Rowland Unified
24,76471,SBC - High Tech High
24,76968,SBE - Academia Avance Charter
24,77172,SBE - Baypoint Preparatory Academy San Diego
24,77164,SBE - College Preparatory Middle
24,77099,SBE - Grossmont Secondary
24,77354,SBE - John Henry High
24,77131,SBE - KIPP Bayview Elementary
24,77149,SBE - KIPP Navigate College Prep
24,77180,SBE - Latitude 37.8 High
24,77289,SBE - Los Angeles College Prep Academy
24,76893,SBE - Magnolia Science Academy Santa Ana
24,75663,SBE - New West Charter
24,77214,SBE - Olive Grove Charter - Buellton
24,77206,SBE - Olive Grove Charter - Lompoc
24,77198,SBE - Olive Grove Charter - Orcutt/Santa Maria
24,77222,SBE - Olive Grove Charter - Santa Barbara
24,77107,SBE - Sweetwater Secondary
24,76927,SBE - The New School of San Francisco
24,77156,SBE - Vista Springs Charter
24,77248,SBE - Watsonville Prep
24,67439,Sacramento City Unified
24,10348,Sacramento County Office of Education
24,73635,Saddleback Valley Unified
24,66290,Saint Helena Unified
24,71266,Salida Union Elementary
24,66142,Salinas City Elementary
24,66159,Salinas Union High
24,66167,San Antonio Union Elementary
24,66175,San Ardo Union Elementary
24,10355,San Benito County Office of Education
24,67538,San Benito High
24,67876,San Bernardino City Unified
24,10363,San Bernardino County Office of Education
24,69013,San Bruno Park Elementary
24,69021,San Carlos Elementary
24,10371,San Diego County Office of Education
24,68338,San Diego Unified
24,68346,San Dieguito Union High
24,10389,San Francisco County Office of Education
24,68478,San Francisco Unified
24,75291,San Gabriel Unified
24,67249,San Jacinto Unified
24,10397,San Joaquin County Office of Education
24,69666,San Jose Unified
24,67447,San Juan Unified
24,61291,San Leandro Unified
24,61309,San Lorenzo Unified
24,69807,San Lorenzo Valley Unified
24,66183,San Lucas Union Elementary
24,68809,San Luis Coastal Unified
24,10405,San Luis Obispo County Office of Education
24,73791,San Marcos Unified
24,64964,San Marino Unified
24,10413,San Mateo County Office of Education
24,69047,San Mateo Union High
24,69039,San Mateo-Foster City
24,68825,San Miguel Joint Union
24,68353,San Pasqual Union Elementary
24,63214,San Pasqual Valley Unified
24,65458,San Rafael City Elementary
24,65466,San Rafael City High
24,61804,San Ramon Valley Unified
24,68379,San Ysidro Elementary
24,62414,Sanger Unified
24,66670,Santa Ana Unified
24,10421,Santa Barbara County Office of Education
24,76786,Santa Barbara Unified
24,10439,Santa Clara County Office of Education
24,72579,Santa Clara Elementary
24,69674,Santa Clara Unified
24,69815,Santa Cruz City Elementary
24,69823,Santa Cruz City High
24,10447,Santa Cruz County Office of Education
24,69310,Santa Maria Joint Union High
24,69120,Santa Maria-Bonita
24,64980,Santa Monica-Malibu Unified
24,76828,Santa Paula Unified
24,66191,Santa Rita Union Elementary
24,70912,Santa Rosa Elementary
24,70920,Santa Rosa High
24,69328,Santa Ynez Valley Union High
24,68361,Santee
24,69682,Saratoga Union Elementary
24,72108,Saucelito Elementary
24,64998,Saugus Union
24,65474,Sausalito Marin City
24,66696,Savanna Elementary
24,63024,Scotia Union Elementary
24,76455,Scott Valley Unified
24,75432,Scotts Valley Unified
24,70938,Sebastopol Union Elementary
24,63222,Seeley Union Elementary
24,70458,Seiad Elementary
24,62430,Selma Unified
24,63768,Semitropic Elementary
24,72116,Sequoia Union Elementary
24,69062,Sequoia Union High
24,64188,Shaffer Union Elementary
24,68833,Shandon Joint Unified
24,10454,Shasta County Office of Education
24,70128,Shasta Union Elementary
24,70136,Shasta Union High
24,71274,Shiloh Elementary
24,73361,Shoreline Unified
24,10462,Sierra County Office of Education
24,73742,Sierra Sands Unified
24,75275,Sierra Unified
24,70177,Sierra-Plumas Joint Unified
24,61986,Silver Fork Elementary
24,73890,Silver Valley Unified
24,72603,Simi Valley Unified
24,10470,Siskiyou County Office of Education
24,70466,Siskiyou Union High
24,65839,Snelling-Merced Falls Union Elementary
24,73957,Snowline Joint Unified
24,68387,Solana Beach Elementary
24,10488,Solano County Office of Education
24,75440,Soledad Unified
24,69336,Solvang Elementary
24,72611,Somis Union
24,10496,Sonoma County Office of Education
24,70953,Sonoma Valley Unified
24,72371,Sonora Elementary
24,72389,Sonora Union High
24,69849,Soquel Union Elementary
24,72397,Soulsbyville Elementary
24,68395,South Bay Union
24,63032,South Bay Union Elementary
24,63784,South Fork Union
24,66068,South Monterey County Joint Union High
24,65029,South Pasadena Unified
24,69070,South San Francisco Unified
24,65037,South Whittier Elementary
24,63040,Southern Humboldt Joint Unified
24,63776,Southern Kern Unified
24,73833,Southern Trinity Joint Unified
24,67553,Southside Elementary
24,68403,Spencer Valley Elementary
24,66225,Spreckels Union Elementary
24,72132,Springville Union Elementary
24,63792,Standard Elementary
24,10504,Stanislaus County Office of Education
24,71282,Stanislaus Union Elementary
24,68676,Stockton Unified
24,72140,Stone Corral Elementary
24,62653,Stony Creek Joint Unified
24,72157,Strathmore Union Elementary
24,65045,Sulphur Springs Union
24,72405,Summerville Elementary
24,72413,Summerville Union High
24,72173,Sundale Union Elementary
24,72181,Sunnyside Union Elementary
24,69690,Sunnyvale
24,75119,Sunol Glen Unified
24,65896,Surprise Valley Joint Unified
24,64196,Susanville Elementary
24,10512,Sutter County Office of Education
24,71449,Sutter Union High
24,68411,Sweetwater Union High
24,71290,Sylvan Union Elementary
