year,school_code,school_name
22,114660,Delta Elementary Charter
22,114678,High Tech High Chula Vista
22,114686,Ocean Air
22,114694,High Tech High North County
22,114702,Sunrise Elementary
22,114710,Stonegate Elementary
22,114736,Hector G. Godinez
22,114751,Pathway Community Day
22,114769,OUSD Community Day
22,114777,Pathway Independent Study
22,114850,West Adams Preparatory High
22,114868,Oakland Charter High
22,114876,Aspire Port City Academy
22,114884,Aspire Junior Collegiate Academy
22,114900,Russo/McEntee Academy
22,114934,Village Charter
22,114959,Monsenor Oscar Romero Charter Middle
22,114967,Global Education Academy
22,114983,Golden Valley River
22,114991,CORE Butte Charter
22,115014,KIPP Bridge Academy
22,115030,Magnolia Science Academy 3
22,115048,Fenton Primary Center
22,115055,River Oak Charter
22,115063,Antioch Charter Academy II
22,115089,Sky Mountain Charter
22,115105,Camarillo Academy of Progressive Education
22,115113,"Ivy Bound Academy of Math, Science, and Technology Charter Middle"
22,115139,Center for Advanced Learning
22,115154,Trillium Charter
22,115170,School of Extended Educational Options
22,115204,Lockwood STEAM Academy Elementary
22,115212,Magnolia Science Academy 2
22,115238,ARISE High
22,115253,Discovery Charter Preparatory #2
22,115287,ICEF Vista Middle Academy
22,115303,Valentine Peyton Elementary
22,115402,Edward C. Merlo Institute of Environmental Studies
22,115428,Hollister Dual Language Academy
22,115444,Canyon Ridge High
22,115451,Major General Raymond Murray High
22,115469,Vallejo Charter
22,115501,Carl Hankey Middle
22,115535,Lindsey Academy
22,115550,Yosemite Falls Education Center
22,115568,Great Partnership Special Education Consortium
22,115584,Global Family
22,115592,Learning Without Limits
22,115600,East Oakland Pride Elementary
22,115618,Greenleaf
22,115626,West Oakland Middle
22,115667,Oakland International High
22,115709,Riverside Virtual
22,115725,Lifeline Education Charter
22,115808,Norton Science and Language Academy
22,115873,East Hills Academy
