year,cds,county_code,district_code,school_code
21,13630810000000,13,63081,0000000
21,13630990000000,13,63099,0000000
21,13631070000000,13,63107,0000000
21,13631150000000,13,63115,0000000
21,13631230118455,13,63123,0118455
21,13631230122663,13,63123,0122663
21,13631230000000,13,63123,0000000
21,13631310000000,13,63131,0000000
21,13631490000000,13,63149,0000000
21,13631640000000,13,63164,0000000
21,13631720000000,13,63172,0000000
21,13631800000000,13,63180,0000000
21,13631980000000,13,63198,0000000
21,13632060000000,13,63206,0000000
21,13632140000000,13,63214,0000000
21,13632220000000,13,63222,0000000
21,13632300000000,13,63230,0000000
21,14101400128454,14,10140,0128454
21,14101400128447,14,10140,0128447
21,14101400117994,14,10140,0117994
21,14101400000000,14,10140,0000000
21,14632480000000,14,63248,0000000
21,14632710000000,14,63271,0000000
21,14632890000000,14,63289,0000000
21,14632970000000,14,63297,0000000
21,14633050000000,14,63305,0000000
21,14766870000000,14,76687,0000000
21,15101570124040,15,10157,0124040
21,15101571530500,15,10157,1530500
21,15101571530492,15,10157,1530492
21,15101570119669,15,10157,0119669
21,15101570135467,15,10157,0135467
21,15101570000000,15,10157,0000000
21,15633130000000,15,63313,0000000
21,15633210000000,15,63321,0000000
21,15633390000000,15,63339,0000000
21,15633470000000,15,63347,0000000
21,15633540000000,15,63354,0000000
21,15633620000000,15,63362,0000000
21,15633700000000,15,63370,0000000
21,15633880000000,15,63388,0000000
21,15634046009351,15,63404,6009351
21,15634046009369,15,63404,6009369
21,15634040120139,15,63404,0120139
21,15634040000000,15,63404,0000000
21,15634120000000,15,63412,0000000
21,15634200000000,15,63420,0000000
21,15634380000000,15,63438,0000000
21,15634460000000,15,63446,0000000
21,15634610000000,15,63461,0000000
21,15634790000000,15,63479,0000000
21,15634870000000,15,63487,0000000
21,15635030000000,15,63503,0000000
21,15635291530435,15,63529,1530435
21,15635290000000,15,63529,0000000
21,15635450000000,15,63545,0000000
21,15635520000000,15,63552,0000000
21,15635600000000,15,63560,0000000
21,15635780135186,15,63578,0135186
21,15635780000000,15,63578,0000000
21,15635860000000,15,63586,0000000
21,15635940000000,15,63594,0000000
21,15636100000000,15,63610,0000000
21,15636280134312,15,63628,0134312
21,15636280137687,15,63628,0137687
21,15636280138131,15,63628,0138131
21,15636280127209,15,63628,0127209
21,15636280128504,15,63628,0128504
21,15636280000000,15,63628,0000000
21,15636510000000,15,63651,0000000
21,15636690000000,15,63669,0000000
21,15636770000000,15,63677,0000000
21,15636850000000,15,63685,0000000
21,15636930000000,15,63693,0000000
21,15637190000000,15,63719,0000000
21,15637500000000,15,63750,0000000
21,15637680000000,15,63768,0000000
21,15637760000000,15,63776,0000000
21,15637840000000,15,63784,0000000
21,15637920000000,15,63792,0000000
21,15638000000000,15,63800,0000000
21,15638180000000,15,63818,0000000
21,15638260000000,15,63826,0000000
21,15638340000000,15,63834,0000000
21,15638420000000,15,63842,0000000
21,15638590000000,15,63859,0000000
21,15735440000000,15,73544,0000000
21,15737420000000,15,73742,0000000
21,15739080000000,15,73908,0000000
21,15751680000000,15,75168,0000000
21,16101650000000,16,10165,0000000
21,16638750112698,16,63875,0112698
21,16638750101717,16,63875,0101717
21,16638750000000,16,63875,0000000
21,16638830000000,16,63883,0000000
21,16638910000000,16,63891,0000000
21,16639170000000,16,63917,0000000
21,16639250137901,16,63925,0137901
21,16639250000000,16,63925,0000000
21,16639330000000,16,63933,0000000
21,16639410000000,16,63941,0000000
21,16639580136556,16,63958,0136556
21,16639586113120,16,63958,6113120
21,16639580000000,16,63958,0000000
21,16639660000000,16,63966,0000000
21,16639740100156,16,63974,0100156
21,16639740000000,16,63974,0000000
21,16639820110205,16,63982,0110205
21,16639820136234,16,63982,0136234
21,16639820000000,16,63982,0000000
21,16639900000000,16,63990,0000000
21,16739320000000,16,73932,0000000
21,17101730000000,17,10173,0000000
21,17640140000000,17,64014,0000000
21,17640220000000,17,64022,0000000
21,17640300000000,17,64030,0000000
21,17640480000000,17,64048,0000000
21,17640550129601,17,64055,0129601
21,17640550108340,17,64055,0108340
21,17640550000000,17,64055,0000000
21,17769760000000,17,76976,0000000
21,18101810000000,18,10181,0000000
21,18640890000000,18,64089,0000000
21,18641050000000,18,64105,0000000
21,18641130000000,18,64113,0000000
21,18641390000000,18,64139,0000000
21,18641620000000,18,64162,0000000
21,18641700000000,18,64170,0000000
21,18641880000000,18,64188,0000000
21,18641960135756,18,64196,0135756
21,18641960000000,18,64196,0000000
21,18642040000000,18,64204,0000000
21,18750366010763,18,75036,6010763
21,18750360121657,18,75036,0121657
21,18750360000000,18,75036,0000000
21,19101990135368,19,10199,0135368
21,19101990136119,19,10199,0136119
21,19101990109660,19,10199,0109660
21,19101990112128,19,10199,0112128
21,19101990138669,19,10199,0138669
21,19101990121772,19,10199,0121772
21,19101990127498,19,10199,0127498
21,19101990134346,19,10199,0134346
21,19101990106880,19,10199,0106880
21,19101990135582,19,10199,0135582
21,19101990134361,19,10199,0134361
21,19101990128025,19,10199,0128025
21,19101990139170,19,10199,0139170
21,19101996119945,19,10199,6119945
21,19101990115212,19,10199,0115212
21,19101990115030,19,10199,0115030
21,19101990137679,19,10199,0137679
21,19101990100776,19,10199,0100776
21,19101996116883,19,10199,6116883
21,19101990137166,19,10199,0137166
21,19101990132605,19,10199,0132605
21,19101990139345,19,10199,0139345
21,19101990000000,19,10199,0000000
21,19642120000000,19,64212,0000000
21,19642460126003,19,64246,0126003
21,19642461996537,19,64246,1996537
21,19642460000000,19,64246,0000000
21,19642610000000,19,64261,0000000
21,19642790000000,19,64279,0000000
21,19642871996479,19,64287,1996479
21,19642870000000,19,64287,0000000
21,19642950000000,19,64295,0000000
21,19643030000000,19,64303,0000000
21,19643110000000,19,64311,0000000
21,19643290000000,19,64329,0000000
21,19643370000000,19,64337,0000000
21,19643450000000,19,64345,0000000
21,19643520128488,19,64352,0128488
21,19643520128496,19,64352,0128496
21,19643520000000,19,64352,0000000
21,19643780000000,19,64378,0000000
21,19643940000000,19,64394,0000000
21,19644360000000,19,64436,0000000
21,19644440000000,19,64444,0000000
21,19644510000000,19,64451,0000000
21,19644690134858,19,64469,0134858
21,19644690128736,19,64469,0128736
21,19644690139535,19,64469,0139535
21,19644690000000,19,64469,0000000
21,19644770000000,19,64477,0000000
21,19644850000000,19,64485,0000000
21,19645010000000,19,64501,0000000
21,19645190000000,19,64519,0000000
21,19645270000000,19,64527,0000000
21,19645350000000,19,64535,0000000
21,19645500000000,19,64550,0000000
21,19645680000000,19,64568,0000000
21,19645760000000,19,64576,0000000
21,19645841996305,19,64584,1996305
21,19645840000000,19,64584,0000000
21,19645920100354,19,64592,0100354
21,19645920000000,19,64592,0000000
21,19646000000000,19,64600,0000000
21,19646260000000,19,64626,0000000
21,19646341996586,19,64634,1996586
21,19646341996529,19,64634,1996529
21,19646340128991,19,64634,0128991
21,19646340120303,19,64634,0120303
21,19646346014518,19,64634,6014518
21,19646340101667,19,64634,0101667
21,19646340116822,19,64634,0116822
21,19646340000000,19,64634,0000000
21,19646420136127,19,64642,0136127
21,19646420000000,19,64642,0000000
21,19646590000000,19,64659,0000000
21,19646670125559,19,64667,0125559
21,19646670123174,19,64667,0123174
21,19646670000000,19,64667,0000000
21,19646830000000,19,64683,0000000
21,19646911996438,19,64691,1996438
21,19646910000000,19,64691,0000000
21,19647091996313,19,64709,1996313
21,19647090107508,19,64709,0107508
21,19647090100602,19,64709,0100602
21,19647090000000,19,64709,0000000
21,19647170000000,19,64717,0000000
21,19647250131938,19,64725,0131938
21,19647250127506,19,64725,0127506
21,19647250000000,19,64725,0000000
21,19647330120097,19,64733,0120097
21,19647330139055,19,64733,0139055
21,19647336112536,19,64733,6112536
21,19647330100743,19,64733,0100743
21,19647330118588,19,64733,0118588
21,19647336061543,19,64733,6061543
21,19647330127217,19,64733,0127217
21,19647330121285,19,64733,0121285
21,19647330128058,19,64733,0128058
21,19647330120030,19,64733,0120030
21,19647330120048,19,64733,0120048
21,19647330128033,19,64733,0128033
21,19647330108936,19,64733,0108936
21,19647330111500,19,64733,0111500
21,19647330106864,19,64733,0106864
21,19647330111518,19,64733,0111518
21,19647330108894,19,64733,0108894
21,19647330128041,19,64733,0128041
21,19647330117606,19,64733,0117606
21,19647330111658,19,64733,0111658
21,19647330124941,19,64733,0124941
21,19647330132084,19,64733,0132084
21,19647330116509,19,64733,0116509
21,19647330111641,19,64733,0111641
21,19647330111492,19,64733,0111492
21,19647330117598,19,64733,0117598
21,19647330124891,19,64733,0124891
