year,district_code,district_name
22,64352,Centinela Valley Union High
22,67645,Central Elementary
22,73965,Central Unified
22,63883,Central Union Elementary
22,63115,Central Union High
22,66472,Centralia Elementary
22,71043,Ceres Unified
22,67652,Chaffey Joint Union High
22,64378,Charter Oak Unified
22,71050,Chatom Union
22,75606,Chawanakee Unified
22,66316,Chicago Park Elementary
22,61424,Chico Unified
22,67678,Chino Valley Unified
22,65193,Chowchilla Elementary
22,65201,Chowchilla Union High
22,65995,Chualar Union
22,68023,Chula Vista Elementary
22,67462,Cienega Union Elementary
22,70649,Cinnabar Elementary
22,64394,Claremont Unified
22,62109,Clay Joint Elementary
22,66324,Clear Creek Elementary
22,70656,Cloverdale Unified
22,62117,Clovis Unified
22,73676,Coachella Valley Unified
22,62125,Coalinga-Huron Unified
22,75465,Coast Unified
22,71670,Coffee Creek Elementary
22,69161,Cold Spring Elementary
22,66795,Colfax Elementary
22,69179,College Elementary
22,67686,Colton Joint Unified
22,69948,Columbia Elementary
22,72348,Columbia Union
22,71852,Columbine Elementary
22,10066,Colusa County Office of Education
22,61598,Colusa Unified
22,73437,Compton Unified
22,73759,Conejo Valley Unified
22,10074,Contra Costa County Office of Education
22,63891,Corcoran Joint Unified
22,71498,Corning Union Elementary
22,71506,Corning Union High
22,67033,Corona-Norco Unified
22,68031,Coronado Unified
22,73882,Cotati-Rohnert Park Unified
22,69955,Cottonwood Union Elementary
22,64436,Covina-Valley Unified
22,67694,Cucamonga Elementary
22,62737,Cuddeback Union Elementary
22,64444,Culver City Unified
22,69419,Cupertino Union
22,72355,Curtis Creek Elementary
22,71860,Cutler-Orosi Joint Unified
22,62745,Cutten Elementary
22,75010,Cuyama Joint Unified
22,66480,Cypress Elementary
22,72678,Davis Joint Unified
22,63271,Death Valley Unified
22,68049,Dehesa Elementary
22,68056,Del Mar Union Elementary
22,10082,Del Norte County Office of Education
22,61820,Del Norte County Unified
22,63412,Delano Joint Union High
22,63404,Delano Union Elementary
22,75366,Delhi Unified
22,70227,Delphic Elementary
22,71068,Denair Unified
22,67041,Desert Center Unified
22,67058,Desert Sands Unified
22,63420,Di Giorgio Elementary
22,75531,Dinuba Unified
22,70532,Dixon Unified
22,75317,Dos Palos Oro Loma Joint Unified
22,71696,Douglas City Elementary
22,64451,Downey Unified
22,66803,Dry Creek Joint Elementary
22,64469,Duarte Unified
22,75093,Dublin Unified
22,71894,Ducor Union Elementary
22,70672,Dunham Elementary
22,70243,Dunsmuir Elementary
22,70250,Dunsmuir Joint Union High
22,61432,Durham Unified
22,71902,Earlimart Elementary
22,71373,East Nicolaus Joint Union High
22,69427,East Side Union High
22,64485,East Whittier City Elementary
22,73668,Eastern Sierra Unified
22,64477,Eastside Union Elementary
22,63438,Edison Elementary
22,63123,El Centro Elementary
22,10090,El Dorado County Office of Education
22,61853,El Dorado Union High
22,64501,El Monte City
22,64519,El Monte Union High
22,65680,El Nido Elementary
22,64527,El Rancho Unified
22,64535,El Segundo Unified
22,75168,El Tejon Unified
22,67314,Elk Grove Unified
22,63446,Elk Hills Elementary
22,67322,Elverta Joint Elementary
22,61168,Emery Unified
22,71076,Empire Union Elementary
22,68080,Encinitas Union Elementary
22,69971,Enterprise Elementary
22,68502,Escalon Unified
22,68098,Escondido Union
22,68106,Escondido Union High
22,72686,Esparto Unified
22,67702,Etiwanda Elementary
22,75515,Eureka City Schools
22,66829,Eureka Union
22,69435,Evergreen Elementary
22,71522,Evergreen Union
22,76836,Exeter Unified
22,63461,Fairfax Elementary
22,70540,Fairfield-Suisun Unified
22,69989,Fall River Joint Unified
22,68114,Fallbrook Union Elementary
22,68122,Fallbrook Union High
22,75325,Farmersville Unified
22,75374,Ferndale Unified
22,62794,Fieldbrook Elementary
22,72454,Fillmore Unified
22,73809,Firebaugh-Las Deltas Unified
22,71530,Flournoy Union Elementary
22,67330,Folsom-Cordova Unified
22,67710,Fontana Unified
22,66837,Foresthill Union Elementary
22,70680,Forestville Union Elementary
22,70292,Forks of Salmon Elementary
22,65565,Fort Bragg Unified
22,70698,Fort Ross Elementary
22,75036,Fort Sage Unified
22,76802,Fortuna Elementary
22,62810,Fortuna Union High
22,66498,Fountain Valley Elementary
22,62158,Fowler Unified
22,71381,Franklin Elementary
22,69450,Franklin-McKinley Elementary
22,61176,Fremont Unified
22,69468,Fremont Union High
22,69997,French Gulch-Whiskeytown Elementary
22,62828,Freshwater Elementary
22,10108,Fresno County Office of Education
22,62166,Fresno Unified
22,63479,Fruitvale Elementary
22,66506,Fullerton Elementary
22,66514,Fullerton Joint Union High
22,67348,Galt Joint Union Elementary
22,67355,Galt Joint Union High
22,66522,Garden Grove Unified
22,62836,Garfield Elementary
22,64550,Garvey Elementary
22,75267,Gateway Unified
22,70318,Gazelle Union Elementary
22,63487,General Shafter Elementary
22,71548,Gerber Union Elementary
22,70706,Geyserville Unified
22,69484,Gilroy Unified
22,64568,Glendale Unified
22,64576,Glendora Unified
22,10116,Glenn County Office of Education
22,61879,Gold Oak Union Elementary
22,61887,Gold Trail Union Elementary
22,61457,Golden Feather Union Elementary
22,75234,Golden Plains Unified
22,75580,Golden Valley Unified
22,69195,Goleta Union Elementary
22,75473,Gonzales Unified
22,64584,Gorman Joint
22,70003,Grant Elementary
22,66332,Grass Valley Elementary
22,71084,Gratton Elementary
22,70714,Gravenstein Union Elementary
22,66027,Graves Elementary
22,62851,Green Point Elementary
22,63503,Greenfield Union
22,66035,Greenfield Union Elementary
22,70326,Grenada Elementary
22,75507,Gridley Unified
22,68130,Grossmont Union High
22,69203,Guadalupe Union Elementary
22,70722,Guerneville Elementary
22,73619,Gustine Unified
22,73445,Hacienda la Puente Unified
22,76562,Hamilton Unified
22,63917,Hanford Elementary
22,63925,Hanford Joint Union High
22,70334,Happy Camp Union Elementary
22,69757,Happy Valley Elementary
22,70011,Happy Valley Union Elementary
22,70730,Harmony Union Elementary
22,71092,Hart-Ransom Union Elementary
22,64592,Hawthorne
22,61192,Hayward Unified
22,75390,Healdsburg Unified
22,63131,Heber Elementary
22,67736,Helendale Elementary
22,67082,Hemet Unified
22,64600,Hermosa Beach City Elementary
22,75044,Hesperia Unified
22,71100,Hickman Community Charter
22,68908,Hillsborough City Elementary
22,65698,Hilmar Unified
22,67470,Hollister
22,63149,Holtville Unified
22,69211,Hope Elementary
22,71944,Hope Elementary
22,70763,Horicon Elementary
22,70359,Hornbrook Elementary
22,71951,Hot Springs Elementary
22,66258,Howell Mountain Elementary
22,72462,Hueneme Elementary
22,64626,Hughes-Elizabeth Lakes Union Elementary
22,75549,Hughson Unified
22,10124,Humboldt County Office of Education
22,66530,Huntington Beach City Elementary
22,66548,Huntington Beach Union High
22,62885,Hydesville Elementary
22,70029,"Igo, Ono, Platina Union Elementary"
22,10132,Imperial County Office of Education
22,63164,Imperial Unified
22,61895,Indian Diggings Elementary
22,70037,Indian Springs Elementary
22,64634,Inglewood Unified
22,10140,Inyo County Office of Education
22,73650,Irvine Unified
22,63933,Island Union Elementary
22,62893,Jacoby Creek Elementary
22,72363,Jamestown Elementary
22,68155,Jamul-Dulzura Union Elementary
22,64105,Janesville Union Elementary
22,67488,Jefferson Elementary
22,68544,Jefferson Elementary
22,68916,Jefferson Elementary
22,68924,Jefferson Union High
22,61697,John Swett Unified
22,64113,Johnstonville Elementary
22,68163,Julian Union Elementary
22,68171,Julian Union High
22,71738,Junction City Elementary
22,70045,Junction Elementary
22,70367,Junction Elementary
22,67090,Jurupa Unified
22,70888,Kashia Elementary
22,64014,Kelseyville Unified
22,65334,Kentfield Elementary
22,70789,Kenwood
22,64642,Keppel Union Elementary
22,73999,Kerman Unified
22,10157,Kern County Office of Education
22,63529,Kern High
22,63545,Kernville Union Elementary
22,71134,Keyes Union
22,66050,King City Union
22,62265,Kings Canyon Joint Unified
22,10165,Kings County Office of Education
22,71969,Kings River Union Elementary
22,63941,Kings River-Hardwick Union Elementary
22,62240,Kingsburg Elementary Charter
22,62257,Kingsburg Joint Union High
22,71555,Kirkwood Elementary
22,63958,Kit Carson Union Elementary
22,70375,Klamath River Union Elementary
22,62901,Klamath-Trinity Joint Unified
22,62919,Kneeland Elementary
22,71142,Knights Ferry Elementary
22,61705,Knightsen Elementary
22,64022,Konocti Unified
22,64659,La Canada Unified
22,66563,La Habra City Elementary
22,68940,La Honda-Pescadero Unified
22,68197,La Mesa-Spring Valley
22,61713,Lafayette Elementary
22,66555,Laguna Beach Unified
22,65342,Laguna Joint Elementary
22,66076,Lagunita Elementary
22,65359,Lagunitas Elementary
22,10173,Lake County Office of Education
22,62596,Lake Elementary
22,75176,Lake Elsinore Unified
22,61903,Lake Tahoe Unified
22,64030,Lakeport Unified
22,69492,Lakeside Joint
22,63552,Lakeside Union
22,63966,Lakeside Union Elementary
22,68189,Lakeside Union Elementary
22,76760,Lammersville Joint Unified
22,63560,Lamont Elementary
22,64667,Lancaster Elementary
22,65367,Larkspur-Corte Madera
22,68957,Las Lomitas Elementary
22,64683,Las Virgenes Unified
22,10181,Lassen County Office of Education
22,64139,Lassen Union High
22,71563,Lassen View Union Elementary
22,62281,Laton Joint Unified
22,61911,Latrobe
22,64691,Lawndale Elementary
22,73916,Laytonville Unified
22,65722,Le Grand Union Elementary
22,65730,Le Grand Union High
22,75218,Leggett Valley Unified
22,68205,Lemon Grove
22,63974,Lemoore Union Elementary
22,63982,Lemoore Union High
22,64709,Lennox
22,71746,Lewiston Elementary
22,70797,Liberty Elementary
22,71985,Liberty Elementary
22,61721,Liberty Union High
22,68569,Lincoln Unified
22,68577,Linden Unified
22,71993,Lindsay Unified
22,63586,Linns Valley-Poso Flat Union
22,64717,Little Lake City Elementary
22,70383,Little Shasta Elementary
22,69765,Live Oak Elementary
22,71399,Live Oak Unified
22,61200,Livermore Valley Joint Unified
22,65748,Livingston Union
22,68585,Lodi Unified
22,62927,Loleta Union Elementary
22,69500,Loma Prieta Joint Union Elementary
22,69229,Lompoc Unified
22,63289,Lone Pine Unified
22,64725,Long Beach Unified
22,66845,Loomis Union Elementary
22,73924,Los Alamitos Unified
22,69518,Los Altos Elementary
22,10199,Los Angeles County Office of Education
22,64733,Los Angeles Unified
22,65755,Los Banos Unified
22,69526,Los Gatos Union Elementary
22,69534,Los Gatos-Saratoga Union High
22,71571,Los Molinos Unified
22,64758,Los Nietos
22,69245,Los Olivos Elementary
22,63594,Lost Hills Union Elementary
22,64766,Lowell Joint
22,64048,Lucerne Elementary
22,75051,Lucerne Valley Unified
22,68759,Lucia Mar Unified
22,69542,Luther Burbank
22,64774,Lynwood Unified
22,10207,Madera County Superintendent of Schools
22,65243,Madera Unified
22,66589,Magnolia Elementary
22,63172,Magnolia Union Elementary
22,73692,Mammoth Unified
22,65573,Manchester Union Elementary
22,75333,Manhattan Beach Unified
22,68593,Manteca Unified
22,61499,Manzanita Elementary
22,62935,Maple Creek Elementary
22,63610,Maple Elementary
22,71407,Marcum-Illinois Union Elementary
22,63628,Maricopa Unified
22,10215,Marin County Office of Education
22,10223,Mariposa County Office of Education
22,65532,Mariposa County Unified
22,61572,Mark Twain Union Elementary
22,70805,Mark West Union Elementary
22,61739,Martinez Unified
22,72736,Marysville Joint Unified
22,75382,Mattole Unified
22,61606,Maxwell Unified
22,63180,McCabe Union Elementary
22,70409,McCloud Union Elementary
22,73908,McFarland Unified
22,62950,McKinleyville Union Elementary
22,63651,McKittrick Elementary
22,65763,McSwain Union Elementary
22,63198,Meadows Union Elementary
22,10231,Mendocino County Office of Education
22,65581,Mendocino Unified
22,75127,Mendota Unified
22,67116,Menifee Union Elementary
22,68965,Menlo Park City Elementary
22,65771,Merced City Elementary
22,10249,Merced County Office of Education
22,73726,Merced River Union Elementary
22,65789,Merced Union High
22,71415,Meridian Elementary
22,72470,Mesa Union Elementary
22,64055,Middletown Unified
22,63669,Midway Elementary
22,65391,Mill Valley Elementary
22,68973,Millbrae Elementary
22,65318,Miller Creek Elementary
22,70052,Millville Elementary
22,73387,Milpitas Unified
22,66084,Mission Union Elementary
22,71167,Modesto City Elementary
22,71175,Modesto City High
22,10256,Modoc County Office of Education
22,73585,Modoc Joint Unified
22,63677,Mojave Unified
22,10264,Mono County Office of Education
22,62323,Monroe Elementary
22,64790,Monrovia Unified
22,72009,Monson-Sultana Joint Union Elementary
22,70417,Montague Elementary
22,70813,Monte Rio Union Elementary
22,64808,Montebello Unified
22,69252,Montecito Union Elementary
22,10272,Monterey County Office of Education
22,66092,Monterey Peninsula Unified
22,70821,Montgomery Elementary
22,73940,Moorpark Unified
22,61747,Moraga Elementary
22,69575,Moreland
22,67124,Moreno Valley Unified
22,69583,Morgan Hill Unified
22,67777,Morongo Unified
22,61929,Mother Lode Union Elementary
22,69617,Mount Pleasant Elementary
22,69773,Mountain Elementary
22,68213,Mountain Empire Unified
22,61218,Mountain House Elementary
22,73700,Mountain Union Elementary
22,75028,Mountain Valley Unified
22,64816,Mountain View Elementary
22,67785,Mountain View Elementary
22,69591,Mountain View Whisman
22,69609,Mountain View-Los Altos Union High
22,67793,Mt. Baldy Joint Elementary
22,61754,Mt. Diablo Unified
22,70425,Mt. Shasta Union Elementary
22,63206,Mulberry Elementary
22,72504,Mupu Elementary
22,63685,Muroc Joint Unified
22,75200,Murrieta Valley Unified
22,10280,Napa County Office of Education
22,66266,Napa Valley Unified
22,68221,National Elementary
22,75283,Natomas Unified
22,67801,Needles Unified
22,66340,Nevada City Elementary
22,10298,Nevada County Office of Education
22,66357,Nevada Joint Union High
22,61242,New Haven Unified
22,68619,New Hope Elementary
22,68627,New Jerusalem Elementary
22,61234,Newark Unified
22,66852,Newcastle Elementary
22,64832,Newhall
22,73601,Newman-Crows Landing Unified
22,66597,Newport-Mesa Unified
22,65409,Nicasio
22,63693,Norris Elementary
22,67504,North County Joint Union Elementary
22,70078,North Cow Creek Elementary
22,73825,North Monterey County Unified
22,62687,Northern Humboldt Union High
22,64840,Norwalk-La Mirada Unified
22,65417,Novato Unified
22,71423,Nuestro Elementary
22,67157,Nuview Union
22,69625,Oak Grove Elementary
22,70839,Oak Grove Union Elementary
22,73874,Oak Park Unified
22,70086,Oak Run Elementary
22,72017,Oak Valley Union Elementary
22,68635,Oak View Union Elementary
22,75564,Oakdale Joint Unified
22,61259,Oakland Unified
22,61762,Oakley Union Elementary
22,66613,Ocean View
22,72512,Ocean View
22,73569,Oceanside Unified
22,72520,Ojai Unified
22,70847,Old Adobe Union
22,67819,Ontario-Montclair
22,62331,Orange Center
22,10306,Orange County Department of Education
22,66621,Orange Unified
22,69633,Orchard Elementary
22,69260,Orcutt Union Elementary
22,62968,Orick Elementary
22,61770,Orinda Union Elementary
22,75481,Orland Joint Unified
22,67827,Oro Grande
22,61507,Oroville City Elementary
22,61515,Oroville Union High
22,72025,Outside Creek Elementary
22,63297,Owens Valley Unified
22,72538,Oxnard
22,72546,Oxnard Union High
22,70094,Pacheco Union Elementary
22,69781,Pacific Elementary
22,66134,Pacific Grove Unified
22,62356,Pacific Union Elementary
22,62976,Pacific Union Elementary
22,68932,Pacifica
22,69799,Pajaro Valley Unified
22,61523,Palermo Union Elementary
22,67173,Palm Springs Unified
22,64857,Palmdale Elementary
22,69641,Palo Alto Unified
22,67181,Palo Verde Unified
22,72033,Palo Verde Union Elementary
22,64865,Palos Verdes Peninsula Unified
22,63362,Panama-Buena Vista Union
22,67520,Panoche Elementary
22,71209,Paradise Elementary
22,61531,Paradise Unified
22,64873,Paramount Unified
22,62364,Parlier Unified
22,64881,Pasadena Unified
22,75457,Paso Robles Joint Unified
22,71217,Patterson Joint Unified
22,62984,Peninsula Union
22,76877,Penn Valley Union Elementary
22,67199,Perris Elementary
22,67207,Perris Union High
22,70854,Petaluma City Elementary
22,70862,Petaluma Joint Union High
22,61275,Piedmont City Unified
22,61614,Pierce Joint Unified
22,62372,Pine Ridge Elementary
22,70870,Piner-Olivet Union Elementary
22,73379,Pioneer Union Elementary
22,61945,Pioneer Union Elementary
22,63990,Pioneer Union Elementary
22,61788,Pittsburg Unified
22,72041,Pixley Union Elementary
22,66647,Placentia-Yorba Linda Unified
22,10314,Placer County Office of Education
22,66886,Placer Hills Union Elementary
22,66894,Placer Union High
22,61952,Placerville Union Elementary
22,65813,Plainsburg Union Elementary
22,65821,Planada Elementary
22,62638,Plaza Elementary
22,71431,Pleasant Grove Joint Union
22,66373,Pleasant Ridge Union Elementary
22,72553,Pleasant Valley
22,68791,Pleasant Valley Joint Union Elementary
22,72058,Pleasant View Elementary
22,75101,Pleasanton Unified
22,10322,Plumas County Office of Education
22,72744,Plumas Lake Elementary
22,66969,Plumas Unified
22,65599,Point Arena Joint Union High
22,61960,Pollock Pines Elementary
22,64907,Pomona Unified
22,63719,Pond Union Elementary
22,66282,Pope Valley Union Elementary
22,75523,Porterville Unified
22,68981,Portola Valley Elementary
22,73866,Potter Valley Community Unified
22,68296,Poway Unified
22,62646,Princeton Joint Unified
22,62380,Raisin City Elementary
22,68304,Ramona City Unified
22,68312,Rancho Santa Fe Elementary
22,64162,Ravendale-Termo Elementary
22,68999,Ravenswood City Elementary
22,65276,Raymond-Knowles Union Elementary
22,71639,Red Bluff Joint Union High
22,71621,Red Bluff Union Elementary
22,70110,Redding Elementary
22,67843,Redlands Unified
22,75341,Redondo Beach Unified
22,69005,Redwood City Elementary
22,65425,Reed Union Elementary
22,71647,Reeds Creek Elementary
22,73932,Reef-Sunset Unified
22,61978,Rescue Union Elementary
22,67850,Rialto Unified
22,71654,Richfield Elementary
22,72082,Richgrove Elementary
22,63578,Richland Union Elementary
22,64170,Richmond Elementary
22,67868,Rim of the World Unified
22,70896,Rincon Valley Union Elementary
22,73544,Rio Bravo-Greeley Union Elementary
22,63008,Rio Dell Elementary
22,72561,Rio Elementary
22,68650,Ripon Unified
22,67413,River Delta Joint Unified
22,75556,Riverbank Unified
22,75408,Riverdale Joint Unified
22,10330,Riverside County Office of Education
22,67215,Riverside Unified
22,71233,Roberts Ferry Union Elementary
22,67421,Robla Elementary
22,72090,Rockford Elementary
22,75085,Rocklin Unified
22,67231,Romoland Elementary
22,63750,Rosedale Union Elementary
22,70904,Roseland
22,64931,Rosemead Elementary
22,66910,Roseville City Elementary
22,66928,Roseville Joint Union High
22,65433,Ross Elementary
22,75002,Ross Valley Elementary
22,63305,Round Valley Joint Elementary
22,65607,Round Valley Unified
22,73452,Rowland Unified
22,76471,SBC - High Tech High
22,76968,SBE - Academia Avance Charter
22,77172,SBE - Baypoint Preparatory Academy San Diego
22,77164,SBE - College Preparatory Middle
22,77362,SBE - Eagle Collegiate Academy
22,77099,SBE - Grossmont Secondary
22,77354,SBE - John Henry High
22,77131,SBE - KIPP Bayview Elementary
22,77149,SBE - KIPP Navigate College Prep
22,77180,SBE - Latitude 37.8 High
22,77289,SBE - Los Angeles College Prep Academy
22,76893,SBE - Magnolia Science Academy Santa Ana
22,75663,SBE - New West Charter
22,77214,SBE - Olive Grove Charter - Buellton
22,77206,SBE - Olive Grove Charter - Lompoc
22,77198,SBE - Olive Grove Charter - Orcutt/Santa Maria
22,77222,SBE - Olive Grove Charter - Santa Barbara
22,77115,SBE - Perseverance Preparatory
22,77107,SBE - Sweetwater Secondary
22,76927,SBE - The New School of San Francisco
22,77156,SBE - Vista Springs Charter
22,77248,SBE - Watsonville Prep
22,67439,Sacramento City Unified
22,10348,Sacramento County Office of Education
22,73635,Saddleback Valley Unified
22,66290,Saint Helena Unified
22,71266,Salida Union Elementary
22,66142,Salinas City Elementary
22,66159,Salinas Union High
22,66167,San Antonio Union Elementary
22,66175,San Ardo Union Elementary
22,10355,San Benito County Office of Education
22,67538,San Benito High
22,67876,San Bernardino City Unified
22,10363,San Bernardino County Office of Education
22,69013,San Bruno Park Elementary
22,69021,San Carlos Elementary
22,10371,San Diego County Office of Education
22,68338,San Diego Unified
22,68346,San Dieguito Union High
22,10389,San Francisco County Office of Education
22,68478,San Francisco Unified
22,75291,San Gabriel Unified
22,67249,San Jacinto Unified
22,10397,San Joaquin County Office of Education
22,69666,San Jose Unified
22,67447,San Juan Unified
22,61291,San Leandro Unified
22,61309,San Lorenzo Unified
22,69807,San Lorenzo Valley Unified
22,66183,San Lucas Union Elementary
22,68809,San Luis Coastal Unified
22,10405,San Luis Obispo County Office of Education
22,73791,San Marcos Unified
22,64964,San Marino Unified
22,10413,San Mateo County Office of Education
22,69047,San Mateo Union High
22,69039,San Mateo-Foster City
22,68825,San Miguel Joint Union
22,68353,San Pasqual Union Elementary
22,63214,San Pasqual Valley Unified
22,65458,San Rafael City Elementary
22,65466,San Rafael City High
22,61804,San Ramon Valley Unified
22,68379,San Ysidro Elementary
22,62414,Sanger Unified
22,66670,Santa Ana Unified
22,10421,Santa Barbara County Office of Education
22,76786,Santa Barbara Unified
22,10439,Santa Clara County Office of Education
22,72579,Santa Clara Elementary
22,69674,Santa Clara Unified
22,69815,Santa Cruz City Elementary
22,69823,Santa Cruz City High
22,10447,Santa Cruz County Office of Education
22,69310,Santa Maria Joint Union High
22,69120,Santa Maria-Bonita
22,64980,Santa Monica-Malibu Unified
22,76828,Santa Paula Unified
22,66191,Santa Rita Union Elementary
22,70912,Santa Rosa Elementary
22,70920,Santa Rosa High
22,69328,Santa Ynez Valley Union High
22,68361,Santee
22,69682,Saratoga Union Elementary
22,72108,Saucelito Elementary
22,64998,Saugus Union
22,65474,Sausalito Marin City
22,66696,Savanna Elementary
22,63024,Scotia Union Elementary
22,76455,Scott Valley Unified
22,75432,Scotts Valley Unified
22,70938,Sebastopol Union Elementary
22,63222,Seeley Union Elementary
22,70458,Seiad Elementary
22,62430,Selma Unified
22,63768,Semitropic Elementary
22,72116,Sequoia Union Elementary
22,69062,Sequoia Union High
22,64188,Shaffer Union Elementary
22,68833,Shandon Joint Unified
22,10454,Shasta County Office of Education
22,70128,Shasta Union Elementary
22,70136,Shasta Union High
22,71274,Shiloh Elementary
22,73361,Shoreline Unified
22,10462,Sierra County Office of Education
22,73742,Sierra Sands Unified
22,75275,Sierra Unified
22,70177,Sierra-Plumas Joint Unified
22,61986,Silver Fork Elementary
22,73890,Silver Valley Unified
22,72603,Simi Valley Unified
22,10470,Siskiyou County Office of Education
22,70466,Siskiyou Union High
22,65839,Snelling-Merced Falls Union Elementary
22,73957,Snowline Joint Unified
22,68387,Solana Beach Elementary
22,10488,Solano County Office of Education
22,75440,Soledad Unified
22,69336,Solvang Elementary
22,72611,Somis Union
22,10496,Sonoma County Office of Education
22,70953,Sonoma Valley Unified
22,72371,Sonora Elementary
22,72389,Sonora Union High
22,69849,Soquel Union Elementary
22,72397,Soulsbyville Elementary
22,68395,South Bay Union
22,63032,South Bay Union Elementary
22,63784,South Fork Union
22,66068,South Monterey County Joint Union High
22,65029,South Pasadena Unified
22,69070,South San Francisco Unified
22,65037,South Whittier Elementary
22,63040,Southern Humboldt Joint Unified
22,63776,Southern Kern Unified
22,73833,Southern Trinity Joint Unified
22,67553,Southside Elementary
22,68403,Spencer Valley Elementary
22,66225,Spreckels Union Elementary
22,72132,Springville Union Elementary
22,63792,Standard Elementary
22,10504,Stanislaus County Office of Education
22,71282,Stanislaus Union Elementary
22,68676,Stockton Unified
22,72140,Stone Corral Elementary
22,62653,Stony Creek Joint Unified
22,72157,Strathmore Union Elementary
22,65045,Sulphur Springs Union
22,72405,Summerville Elementary
22,72413,Summerville Union High
22,72173,Sundale Union Elementary
22,72181,Sunnyside Union Elementary
22,69690,Sunnyvale
22,75119,Sunol Glen Unified
