year,school_code,school_name
21,118851,King-Chavez Community High
21,118950,Sherman Thomas Charter High
21,119016,Da Vinci Science
21,119024,Rocketship Si Se Puede Academy
21,119222,Nea Community Learning Center
21,119248,Golden Oak Montessori of Hayward
21,119255,EJE Middle Academy
21,119271,High Tech Middle North County
21,119487,Western Sierra Collegiate Academy
21,119503,Everest Public High
21,119578,Da Vinci Charter Academy
21,119594,Leonardo da Vinci Health Sciences Charter
21,119602,University Preparatory High
21,119610,Gompers Preparatory Academy
21,119628,Big Picture Educational Academy
21,119636,Da Vinci Design
21,119669,Wonderful College Prep Academy
21,119743,Stockton Early College Academy
21,119750,River Montessori Elementary Charter
21,119982,Equitas Academy Charter
21,120006,New Vision Middle
21,120014,Endeavor College Preparatory Charter
21,120022,Valor Academy Middle
21,120030,Alliance College-Ready Middle Academy 4
21,120048,Alliance College-Ready Middle Academy 5
21,120063,Independence Charter
21,120071,New Designs Charter School-Watts
21,120089,Gratton Charter
21,120097,Academia Moderna
21,120105,Creekside Charter
21,120113,Natomas Pacific Pathways Prep Middle
21,120121,REACH
21,120139,Nueva Vista Language Academy
21,120188,Aspire ERES Academy
21,120204,Sycamore Academy of Science and Cultural Arts
21,120212,Aspire Vanguard College Preparatory Academy
21,120303,ICEF Inglewood Elementary Charter Academy
21,120394,Inspire School of Arts and Sciences
21,120469,Aspire Alexander Twilight College Preparatory Academy
21,120477,Aspire Titan Academy
21,120527,Watts Learning Center Charter Middle
21,120568,Options for Youth-San Bernardino
21,120600,iQ Academy California-Los Angeles
21,120634,"Architecture, Construction & Engineering Charter High (ACE)"
21,120642,Rocketship Los Suenos Academy
21,120659,Visalia Technical Early College
21,120675,Western Center Academy
21,120717,one.Charter
21,120725,Stockton Collegiate International Elementary
21,120733,Stockton Collegiate International Secondary
21,121079,Ararat Charter
21,121137,Ingenium Charter
21,121285,Alliance Cindy and Bill Simon Technology Academy High
21,121293,Alliance Tennenbaum Family Technology High
21,121343,iEmpire Academy
21,121418,John Adams Academy - Roseville
21,121426,IvyTech Charter
21,121467,Aspire Alexander Twilight Secondary Academy
21,121475,Sherwood Montessori
21,121483,Alpha: Cornerstone Academy Preparatory
21,121509,Ipakanni Early College Charter
21,121525,Roberts Ferry Charter School Academy
21,121533,Morris E. Dailey Charter Elementary
21,121541,Aspire APEX Academy
21,121558,Shiloh Charter
21,121566,American River Charter
21,121608,Harvest Ridge Cooperative Charter
21,121624,Sierra Expeditionary Learning
21,121632,Paragon Collegiate Academy
21,121640,Cottonwood Creek Charter
21,121657,Mt. Lassen Charter
21,121665,Yav Pem Suab Academy - Preparing for the Future Charter
21,121673,NOVA Academy - Coachella
21,121681,San Diego Global Vision Academy
21,121699,KIPP Empower Academy
21,121707,KIPP Comienza Community Prep
21,121749,Science & Technology Academy at Knights Landing
21,121756,BRIDGES Charter
21,121772,Environmental Charter Middle
21,121848,Crown Preparatory Academy
21,122085,The Academy of Alameda
21,122242,TEACH Academy of Technologies
21,122267,Dixon Montessori Charter
21,122317,Hardy Brown College Prep
21,122440,Dunham Charter
21,122481,Animo Jefferson Charter Middle
21,122499,Animo Westside Charter Middle
21,122556,Citizens of the World Charter School Hollywood
21,122564,Camino Nuevo Elementary #3
21,122580,Rio Valley Charter
21,122606,PUC Lakeview Charter High
21,122614,Aspire Gateway Academy Charter
21,122622,Aspire Firestone Academy Charter
21,122630,Para Los Niños - Evelyn Thurman Gratts Primary
21,122655,ISANA Octavia Academy
21,122663,Imperial Valley Home School Academy
21,122713,River Oaks Academy
21,122721,Aspire Pacific Academy
21,122739,Vista Charter Middle
21,122747,Magnolia Science Academy Bell
21,122754,Valley Charter Elementary
21,122788,School for Entrepreneurship and Technology
21,122796,All Tribes Elementary Charter
21,122838,Valley Charter Middle
21,122861,Camino Nuevo Charter Academy #2
21,123042,High Tech Middle Chula Vista
21,123059,High Tech Elementary Chula Vista
21,123125,Camino Polytechnic
21,123133,Alliance Susan and Eric Smidt Technology High
21,123141,Alliance Ted K. Tajima High
21,123158,Arts In Action Community Charter
21,123166,ISANA Palmati Academy
21,123174,Life Source International Charter
21,123224,San Diego Virtual
21,123257,Downtown College Prep - Alum Rock
21,123265,Gateway Middle
21,123281,Rocketship Discovery Prep
21,123299,Rocketship Mosaic Elementary
21,123505,Mission Preparatory
21,123521,Charter Alternative Program (CAP)
21,123711,Vincent Academy
21,123729,Community Roots Academy
21,123737,Three Rivers Charter
21,123760,Gilroy Prep (a Navigator School)
21,123778,Old Town Academy K-8 Charter
21,123786,Credo High
21,123794,Summit Public School: Tahoma
21,123802,Health Careers Academy
21,123810,Wildflower Open Classroom
