year,district_code,district_name
20,72132,Springville Union Elementary
20,63792,Standard Elementary
20,10504,Stanislaus County Office of Education
20,71282,Stanislaus Union Elementary
20,68676,Stockton Unified
20,72140,Stone Corral Elementary
20,62653,Stony Creek Joint Unified
20,72157,Strathmore Union Elementary
20,65045,Sulphur Springs Union
20,72405,Summerville Elementary
20,72413,Summerville Union High
20,72173,Sundale Union Elementary
20,72181,Sunnyside Union Elementary
20,69690,Sunnyvale
20,75119,Sunol Glen Unified
20,65896,Surprise Valley Joint Unified
20,64196,Susanville Elementary
20,10512,Sutter County Office of Education
20,71449,Sutter Union High
20,68411,Sweetwater Union High
20,71290,Sylvan Union Elementary
20,63800,Taft City
20,63818,Taft Union High
20,66944,Tahoe-Truckee Unified
20,65482,Tamalpais Union High
20,63826,Tehachapi Unified
20,10520,Tehama County Department of Education
20,75192,Temecula Valley Unified
20,65052,Temple City Unified
20,68841,Templeton Unified
20,72199,Terra Bella Union Elementary
20,61549,Thermalito Union Elementary
20,72207,Three Rivers Union Elementary
20,72215,Tipton Elementary
20,65060,Torrance Unified
20,75499,Tracy Joint Unified
20,72223,Traver Joint Elementary
20,70565,Travis Unified
20,67561,Tres Pinos Union Elementary
20,63057,Trinidad Union Elementary
20,76513,Trinity Alps Unified
20,71761,Trinity Center Elementary
20,10538,Trinity County Office of Education
20,67892,Trona Joint Unified
20,72231,Tulare City
20,10546,Tulare County Office of Education
20,72249,Tulare Joint Union High
20,73593,Tulelake Basin Joint Unified
20,10553,Tuolumne County Superintendent of Schools
20,75739,Turlock Unified
20,73643,Tustin Unified
20,72421,Twain Harte
20,70961,Twin Hills Union Elementary
20,66415,Twin Ridges Elementary
20,76505,Twin Rivers Unified
20,70979,Two Rock Union
20,65615,Ukiah Unified
20,69708,Union Elementary
20,66407,Union Hill Elementary
20,75069,Upland Unified
20,76976,Upper Lake Unified
20,70573,Vacaville Unified
20,75242,Val Verde Unified
20,65078,Valle Lindo Elementary
20,61580,Vallecito Union
20,68437,Vallecitos Elementary
20,70581,Vallejo City Unified
20,75614,Valley Center-Pauma Unified
20,71324,Valley Home Joint Elementary
20,10561,Ventura County Office of Education
20,72652,Ventura Unified
20,67918,Victor Elementary
20,67934,Victor Valley Union High
20,63834,Vineland Elementary
20,72256,Visalia Unified
20,68452,Vista Unified
20,69344,Vista del Mar Union
20,61812,Walnut Creek Elementary
20,73460,Walnut Valley Unified
20,75416,Warner Unified
20,63842,Wasco Union Elementary
20,63859,Wasco Union High
20,62513,Washington Colony Elementary
20,76778,Washington Unified
20,72694,Washington Unified
20,66233,Washington Union Elementary
20,75572,Waterford Unified
20,70995,Waugh Elementary
20,72264,Waukena Joint Union Elementary
20,65862,Weaver Union
20,70482,Weed Union Elementary
20,61796,West Contra Costa Unified
20,65094,West Covina Unified
20,62539,West Park Elementary
20,71001,West Side Union Elementary
20,70607,West Sonoma County Union High
20,66951,Western Placer Unified
20,66746,Westminster
20,63230,Westmorland Union Elementary
20,62547,Westside Elementary
20,65102,Westside Union Elementary
20,64204,Westwood Unified
20,72751,Wheatland
20,72769,Wheatland Union High
20,70169,Whitmore Union Elementary
20,65110,Whittier City Elementary
20,65128,Whittier Union High
20,65136,William S. Hart Union High
20,61622,Williams Unified
20,65623,Willits Unified
20,70490,Willow Creek Elementary
20,67579,Willow Grove Union Elementary
20,62661,Willows Unified
20,71019,Wilmar Union Elementary
20,65151,Wilsona Elementary
20,75358,Windsor Unified
20,71456,Winship-Robbins
20,72702,Winters Joint Unified
20,65870,Winton
20,76869,Wiseburn Unified
20,76794,Woodlake Unified
20,72710,Woodland Joint Unified
20,69088,Woodside Elementary
20,72298,Woodville Union Elementary
20,71035,Wright Elementary
20,10579,Yolo County Office of Education
20,76414,Yosemite Unified
20,70508,Yreka Union Elementary
20,70516,Yreka Union High
20,71464,Yuba City Unified
20,10587,Yuba County Office of Education
20,67959,Yucaipa-Calimesa Joint Unified
