year,county_code,district_code,school_code,charter_num,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
22,06,61622,0000000,,1337,1215,4,0,129,132,701,1215,755,1268,,16,,,,,,,1,06616220000000
22,07,10074,0129528,1622,885,612,1,0,0,0,355,630,240,685,,6,10,,1,1,14,8,1,07100740129528
22,07,10074,0731380,1400,2346,596,3,0,2,0,345,602,66,632,,7,10,,1,1,9,12,1,07100740731380
22,07,10074,0134114,1773,440,139,0,0,7,0,115,147,38,157,,12,10,,1,1,6,12,1,07100740134114
22,07,10074,0730614,1887,75,68,0,0,3,0,45,68,16,69,,3,4,,2,0,6,12,1,07100740730614
22,07,10074,0137026,1933,234,116,0,0,2,0,71,117,45,137,,7,10,,1,1,7,12,1,07100740137026
22,07,10074,0114470,0868,1124,894,3,0,0,0,410,921,343,969,,12,10,,1,1,5,12,1,07100740114470
22,07,10074,6118368,0333,68,34,0,0,1,0,31,39,35,52,,9,10,,1,1,6,8,1,07100746118368
22,07,10074,0129684,1650,517,362,0,0,7,0,184,362,95,385,,7,10,,1,1,7,12,1,07100740129684
22,07,10074,0000000,,248,111,9,0,2,0,65,112,43,137,,16,,,,,,,1,07100740000000
22,07,61630,0000000,,5466,383,5,0,3,0,355,400,93,456,,16,,,,,,,1,07616300000000
22,07,61648,6115703,0143,203,56,0,0,0,0,41,57,25,73,,6,10,,1,1,14,8,1,07616486115703
22,07,61648,0115063,0909,194,76,0,0,0,0,50,76,27,82,,6,10,,1,1,14,8,1,07616480115063
22,07,61648,0137430,1965,584,405,0,0,17,0,283,415,182,452,,6,10,,1,1,14,5,1,07616480137430
22,07,61648,0000000,,15177,10576,137,0,244,0,6786,10710,2819,11256,,16,,,,,,,1,07616480000000
22,07,61655,0000000,,9124,2066,20,0,53,0,1607,2090,958,2595,,16,,,,,,,1,07616550000000
22,07,61663,0130930,1684,903,221,0,0,12,0,208,302,28,309,,12,10,,1,1,14,12,1,07616630130930
22,07,61663,0000000,,1264,383,3,0,0,0,259,390,85,413,,16,,,,,,,1,07616630000000
22,07,61671,0000000,,73,4,1,0,0,0,4,5,0,5,,16,,,,,,,1,07616710000000
22,07,61697,0000000,,1240,662,7,0,19,0,502,829,218,893,,16,,,,,,,1,07616970000000
22,07,61705,0000000,,587,232,1,0,1,0,104,236,89,247,,16,,,,,,,1,07617050000000
22,07,61713,0000000,,3136,97,2,0,1,0,111,111,77,179,,16,,,,,,,1,07617130000000
22,07,61721,0000000,,8300,1822,28,0,125,4,1575,1855,592,2176,,16,,,,,,,1,07617210000000
22,07,61739,0000000,,3879,1488,9,0,14,0,525,1508,353,1585,,16,,,,,,,1,07617390000000
22,07,61747,0000000,,1715,45,0,0,0,0,62,65,42,101,,16,,,,,,,1,07617470000000
22,07,61754,6118087,0305,305,0,0,0,0,0,27,27,10,33,,6,10,,2,0,1,8,1,07617546118087
22,07,61754,0134072,1805,648,455,0,0,44,0,254,462,400,545,,6,10,,1,1,15,5,1,07617540134072
22,07,61754,0000000,,28829,9261,84,0,278,0,8154,13456,6071,15275,,16,,,,,,,1,07617540000000
22,07,61762,0000000,,4905,1658,17,0,11,1,1253,1682,649,1991,,16,,,,,,,1,07617620000000
22,07,61770,0000000,,2483,11,1,0,2,0,65,72,29,97,,16,,,,,,,1,07617700000000
22,07,61788,0000000,,10792,7747,61,0,182,0,4599,8045,2721,8550,,16,,,,,,,1,07617880000000
22,07,61796,0132100,1739,585,364,0,0,0,0,220,375,70,395,,12,10,,1,1,6,12,1,07617960132100
22,07,61796,0132118,1740,496,344,0,0,5,0,179,350,200,391,,6,10,,1,1,14,5,1,07617960132118
22,07,61796,0101477,0557,577,358,0,0,3,0,253,360,167,409,,7,10,,1,1,9,12,1,07617960101477
